source,review_description,rating,review_date,sentiment
Google Play,BRO..THIS APP CRASHES A LOTT..I MEAN..AS SOON AS I OPEN THE APP..IDK WHAT HAPPENES..EBERY BUTTON OR TEXT OR IMAHE START OVERLAPPING EACH OTHER OR SOMETHING..IDK BUT THIS JS HAPPENING WITH MOST OF US..FIXX IT AS SOON AS POSSIBLE..WE CAN'T DO A SINGLE TASK WITH THIS GLITCH..I WANNA CHECK THE APP AND ITS FEATURES..BUT THIS SRUPID GLITCH IN FRONT APPERS AND DOESN'T END,1,2023-07-09 17:23:02,Negative
Google Play,Should able to edit an thread likely add an feature to edit or add more option to posting threads. (Cant add gif / hashtags on the 'threads' ),3,2023-07-07 11:13:53,Neutral
Google Play,Nice,4,2023-07-09 16:11:53,Positive
Google Play,"Why you need my health, financial ,email ,web browsing, call logs data ??",1,2023-07-07 15:37:33,Negative
Google Play,❤️❤️❤️❤️❤️,5,2023-07-07 05:33:20,Positive
Google Play,Not interested !,1,2023-07-08 05:29:03,Negative
Google Play,Garbage app sticking with Twitter.,1,2023-07-06 22:31:44,Negative
Google Play,Flickering,1,2023-07-06 17:19:10,Negative
Google Play,Many glitch,1,2023-07-07 05:23:16,Negative
Google Play,Robot application threads,5,2023-07-08 21:25:39,Positive
Google Play,Falut app !!,1,2023-07-17 05:58:02,Negative
Google Play,"The app is lagging too much i can't even see my profile,go to the settings or see followers and anything. Maybe it's because the app is still new but i hope this problem will be solved soon",1,2023-07-07 13:10:06,Negative
App Store,"i think the threads shows some real promise here. there are some very questionable moves on meta’s part such as 1. needing an insta account to have a threads account (having a separate but syncable account system similar to the instagram-facebook system would work much better and be much more attractive to current twitter users) and 2. deleting your threads account deletes your insta account. this second one in particular just comes off as meta not being confident in its own product. you really need to leverage my instagram account against me to keep my threads account? it’s just sketchy and moving twitter users over to threads will be very hard if this is the case. the other thing this will do is just inflate instagram’s numbers (not to mention overcrowd insta handles and make future insta users not want to join) because people will create burner instagram accounts just for threads. i also strongly recommend adding something similar to the “trending” page or the ability to search for anything other than people’s accounts. this just doesn’t make sense even from meta’s data-broker business model perspective. people currently use twitter and insta very differently, and if the goal is to compete with twitter then you have to have a system that will allow people to use threads similarly to how they would use twitter. this just gives meta more user data to build their platform on because it will give them insight on how people use twitter. what i also wanna say is that meta needs to add either a centralized or separate disable button for collecting data from users’ phones/other apps. the way it seems right now you can only turn it off for facebook, and this will turn people off because it makes people wonder “well does it also turn it off for insta and threads or is that separate?” meta has already implanted the sort of meta hub in the instagram settings to control all of one’s meta accounts. make it clear that disabling meta from accessing data from the parts of my phone that aren’t meta apps disables it for ALL meta apps and services. this will build trust with the community. overall, threads is a great idea. meta is probably the only company that can outcompete twitter, but it needs to adjust itself in a way that is welcome to twitter users in order to do so.",3,2023-07-07 05:35:54,Neutral
Google Play,Ok 🙂👍,5,2023-07-07 12:43:05,Positive
Google Play,Fake app,1,2023-07-24 08:37:58,Negative
Google Play,Nice app ❤️❤️❤️,5,2023-07-09 22:11:15,Positive
Google Play,I dont see the point in this app. Kind of useless.,1,2023-07-06 01:12:08,Negative
App Store,Meta the greatest thread #mark Z,5,2023-07-05 23:37:37,Positive
Google Play,Same old trash as Twitter,1,2023-07-06 13:56:40,Negative
Google Play,The app is nice but please we need a poll feature.a pin to profile feature and a direct message feature that's all.,3,2023-07-09 23:26:25,Neutral
Google Play,"Activity page can't scroll, fix this bug.",3,2023-07-06 15:29:12,Neutral
Google Play,"Twitter is WAY better! If you don't want to be told what to think and you value your right to have an open, free and civilized dialog, then use the app that supports and encourages it!",1,2023-07-10 20:23:42,Negative
Google Play,I do not have Instagram eo I can't log in.. oh well their loss,1,2023-07-06 15:15:12,Negative
Google Play,Welcome to New Blue Bird,5,2023-07-06 00:28:24,Positive
Google Play,Why am I here 💀,3,2023-07-09 11:44:21,Neutral
Google Play,😔😔😔😔,1,2023-07-13 15:06:16,Negative
Google Play,This is copy,1,2023-07-18 16:20:53,Negative
App Store,It’s alright,3,2023-07-05 23:27:02,Neutral
Google Play,Missing bookmark option😐,3,2023-07-06 04:39:35,Neutral
Google Play,I love Twitter ❤️.,1,2023-07-06 20:40:13,Negative
Google Play,Xerox of Something (Twi_ter),1,2023-07-06 16:07:26,Negative
Google Play,Excited to use threads..,5,2023-07-06 19:14:31,Positive
Google Play,"I'll start by saying I've enjoyed being on threads, when I can get on it that is, as it just crashes constantly, always when I'm trying to reply to people. And the problem is it crashes, I then have to remember who I was talking to or the thread I was on and find it again. Only for it to crash again and again and again. I'm at the point where its unusable in its current state. Needs a lot of work.",2,2023-07-20 09:36:23,Negative
App Store,Forced to follow random accounts. No customization options. No lists or separate views. No sorting. Friends aren't floated to the top. No nsfw content. Your scroll placement isn't saved. The feed refreshes whenever you click anything and then you got random posts again. It's not a good app.,1,2023-07-06 00:27:22,Negative
Google Play,"Not bad but still need more options to be cool, I hope in the next updates you will add more 😊",3,2023-07-08 00:30:27,Neutral
Google Play,Lots of glitch lol,1,2023-07-06 10:55:55,Negative
Google Play,When you want to copy text the app is crashed thats problem fix it ☝,2,2023-07-08 21:35:56,Negative
Google Play,"The user experience so far so good, clean and neat, and easy to navigate through, my biggest problem with it, that there's no Dark Mode so far, and the people following you can easily find and follow you back, which is a thing that I should choose instead of the system choosing it for me, I acknowledge it's an Instagram App, but when it to comes to the user choice, it's better to let the following stuff up the users themselves, not automatically you find the same list migrating to threads..",3,2023-07-08 06:20:35,Neutral
Google Play,"Nepotism, 😏",5,2023-07-07 15:51:40,Positive
Google Play,This is worthless to install app everything is same like insta with some little add one and if you want to delete your thread account u need to delete your instagram too that means these capatalist are forcing u to not uninstall ur account and I can see some privacy data leakage in this app worst app just a big giant company trying to supress the peoples with its capitalist powers,1,2023-07-08 05:53:46,Negative
Google Play,"After Ever Happy (2022) Audio 🔉 - #English Quality - 720p WEBRip Rᴀᴛɪɴɢ ⭐️ : 4.2 / 10 Watch Online ⚙Gᴇɴʀᴇ : 🎭 #Drama 🌹 #Romance 🗒Sᴛᴏʀy Lɪɴᴇ : As a shocking truth about a couple's families emerges, the two lovers discover they are not so different from each other. Tessa is no longer the sweet, simple, good girl she was when she met Hardin — any more than he is the cruel,... 🎬Directors  Castille Landon Writers  Sharon Soboil Anna Todd Stars  Louise Lombard Hero Fiennes Tiffin Josephine",2,2023-07-22 17:15:07,Negative
Google Play,Great app and I know Mosseri admits that some functionality is missing but I'd really like to bookmark or save threads that are really interesting just like you can on Twitter.,4,2023-07-16 22:56:01,Positive
Google Play,All this elon musk boys....para dey body😂,3,2023-07-07 07:30:29,Neutral
Google Play,hey insta threads please add save button on photos in threads.,4,2023-07-06 19:47:49,Positive
Google Play,Best app,5,2023-07-09 18:39:14,Positive
App Store,Super familiar to something else. Kinda dumb if u delete ur account u also lose ur Instagram account?,1,2023-07-07 06:10:06,Negative
Google Play,I love it,5,2023-07-06 13:06:24,Positive
Google Play,"I have used personally. I love it man, I can say a lot about it.",5,2023-07-08 10:13:26,Positive
Google Play,Mind blowing,5,2023-07-08 03:54:31,Positive
Google Play,Verify me 😂😂,5,2023-07-07 10:25:46,Positive
Google Play,Can you please make it so that we see posts from who we follow instead of everyone and their mother?,1,2023-07-10 22:11:51,Negative
Google Play,Idk but nice,3,2023-07-05 23:36:44,Neutral
Google Play,"at first I like it but I started having a problem. It keeps closing. I'm not even done composing my caption. I couldn't upload the photos that I wanted to post because it keeps on stopping. I refresh it, I log out and went online, I redownload the app but still I couldn't post what I wanted to post :<",2,2023-07-19 13:17:25,Negative
Google Play,Please add edit thread and DM option❣️,5,2023-07-06 05:23:35,Positive
App Store,This is just invasive. Don’t download.,1,2023-07-16 19:24:08,Negative
Google Play,Useless,1,2023-07-23 22:54:18,Negative
App Store,"kinda like this app, but pls put a gif search bar 🙏",3,2023-07-09 09:36:25,Neutral
Google Play,I don't like that meta has a monopoly,2,2023-07-06 23:57:11,Negative
Google Play,♥️,5,2023-07-09 09:09:27,Positive
Google Play,On Other level 💯 👌 🤣,5,2023-07-08 06:02:54,Positive
Google Play,Good,5,2023-07-07 06:15:13,Positive
Google Play,Good rich,5,2023-07-06 15:03:45,Positive
App Store,Did I get it?,5,2023-07-06 00:16:49,Positive
Google Play,Hope to have great experience with the way it's treading currently.,3,2023-07-06 18:34:38,Neutral
Google Play,Wonderful app,5,2023-07-07 15:57:24,Positive
Google Play,Nice app,5,2023-07-25 04:55:23,Positive
Google Play,Does A Good Job 👍👍,3,2023-07-12 12:31:33,Neutral
Google Play,It's annoying that I can't delete threads without deleting my Instagram ca. You guys please fix this,1,2023-07-14 19:34:15,Negative
Google Play,Good stuff,5,2023-07-13 07:34:36,Positive
Google Play,SO MUCH FUN HERE!!! 👋❤️,5,2023-07-06 23:43:01,Positive
Google Play,I just downloaded this to say I'm not using this. People need to realize Zuckerberg's companies have violated many ethical standards.,1,2023-07-11 19:41:16,Negative
Google Play,Good app very interesting 🙄,1,2023-07-11 11:19:21,Negative
Google Play,New experience thanks to instagram & Meta Z,5,2023-07-13 16:33:39,Positive
Google Play,Good application,5,2023-07-07 05:46:37,Positive
Google Play,Not # option not trending option not massages not switching account not globel search trends,1,2023-07-07 16:50:13,Negative
Google Play,"Is like any ""Meta"" products, wasting ur time, making money from u. And yes I still prefer (Twitter) because it keeps me away from all the junk opinions. I'm not a follower 🐑",1,2023-07-07 12:54:14,Negative
Google Play,Good,5,2023-07-07 22:40:06,Positive
Google Play,Don't install this app ...,1,2023-07-19 17:16:43,Negative
Google Play,Better,5,2023-07-09 22:53:37,Positive
Google Play,Needs a tablet UI option,3,2023-07-19 15:53:14,Neutral
Google Play,It doesn't open whatever I try I don't know where is the problem I tried to delete and istall it again many times but there's always a flaw I hope it will be fixed soon,1,2023-07-07 11:07:02,Negative
App Store,I want to check out this app but don’t have Instagram nor do I want instagram. Please let people thread without needing Instagram,3,2023-07-08 09:26:59,Neutral
Google Play,This is garbage 🗑,1,2023-07-15 02:25:02,Negative
Google Play,"Tenang, tunggu update masih anget",5,2023-07-07 05:07:08,Positive
Google Play,Nice app,5,2023-07-18 07:11:44,Positive
Google Play,So gooo than I thought,5,2023-07-06 15:51:28,Positive
Google Play,Better,5,2023-07-09 13:41:17,Positive
Google Play,Bad experience...😔,1,2023-07-09 10:43:08,Negative
Google Play,Can't download on my phone although it's compatible 🤷‍♂️,1,2023-07-06 16:53:40,Negative
Google Play,"This is clearly a very early and poorly tested version of the app that was pushed out to cash in at the right time. First, the app crashes a LOT. Simply opening certain people's threads closes the app every time, but works perfectly on other threads. This is pretty much a deal breaker. Second, I think it's fair to say a web version or desktop app should have been available from the beginning. The fact that it's missing just means it's all a side effect of rushing out this new platform.",2,2023-07-07 12:56:59,Negative
Google Play,"Ok, descent , page design is not that good, yeah can do better, include double tap like, and it seems so many threads at one place, improve,... Btw app motive is good",3,2023-07-07 10:27:52,Neutral
Google Play,😊😊😊👌👌🎉🎉🎉🤗,5,2023-07-14 21:32:14,Positive
Google Play,❤️❤️,5,2023-07-13 09:34:23,Positive
Google Play,This is a badly designed version of 2010 Twitter. Terrible design. You can not delete a threads account unless you delete your Instagram. It's like a forced relationship.,1,2023-07-09 08:42:41,Negative
Google Play,Boring,2,2023-07-06 03:41:17,Negative
Google Play,Good app very good,5,2023-07-07 14:25:19,Positive
Google Play,Best platform for all. Say bye to Twitter,4,2023-07-06 07:21:15,Positive
Google Play,😃😅👈😁😁🤟🥲😃🥲,5,2023-07-06 11:35:07,Positive
Google Play,Twitter is way better,1,2023-07-11 11:21:54,Negative
Google Play,Useless,1,2023-07-09 12:53:06,Negative
Google Play,Good app i must say,5,2023-07-06 15:16:40,Positive
Google Play,nice app,3,2023-07-06 00:26:26,Neutral
Google Play,Third class app because of if you want to deactivate your account you need to deactivate your instagram account no any other option available,1,2023-07-07 19:49:58,Negative
Google Play,Ohh ak or aagya 😅😅,5,2023-07-06 16:20:22,Positive
Google Play,🗿,1,2023-07-06 18:22:31,Negative
Google Play,I like 👍,5,2023-07-11 21:43:54,Positive
Google Play,Threats... So you can't delete your thread account without deleting your IG account ? What are you guys up to ?,2,2023-07-09 14:38:30,Negative
Google Play,Super Twitter,5,2023-07-06 12:48:00,Positive
Google Play,It censors posts and gives warning on conservative accounts lol. So much for a twitter killer.,1,2023-07-06 21:51:52,Negative
Google Play,"Lol. Mark talking about privacy. Seriously? And people are using it? I mean everyone is thinking it's free so what is the problem? When your all data being displayed in dark web and one day you got a message about a unknown transaction, then you will understand.",1,2023-07-19 01:39:52,Negative
Google Play,Don't to compare Twitter,1,2023-07-07 08:27:45,Negative
Google Play,Excellent,5,2023-07-08 11:25:04,Positive
Google Play,Give option to delete only thread account not insta else I'm going to file case against Instagram and threads will make sure to band it from India,1,2023-07-07 10:27:27,Negative
Google Play,Cheating can't be an inovation,1,2023-07-13 07:37:19,Negative
Google Play,آخ جون تپه نریده,3,2023-07-07 16:49:13,Neutral
Google Play,Needs work. The algorithm curated timeline only shows me two or three things from people I follow before switching to random things from strangers I'm not interested in. This app desperately needs a chronological timeline of just people I follow. Still gets 3 stars just for making Elon Musk cry and pee his pants.,3,2023-07-07 23:20:22,Neutral
Google Play,It's fun ...but need translate tweet option as soon as possible,5,2023-07-06 09:46:40,Positive
Google Play,such a buggy app... videos don't play sounds,2,2023-07-22 20:13:33,Negative
Google Play,Amazing App Highly Recommend 🙃 just one complain Instagram Disable my account without any Reason.. Please Look at my account and reactive again it's request,5,2023-07-06 12:31:16,Positive
Google Play,10/10 wholesome AF rn but they need to get onto banning bigots and slurs. If they wanna beat Twitter they're gonna have to step it up a bit.,5,2023-07-07 22:16:35,Positive
Google Play,Very bad too many bugs app not working properly,1,2023-07-07 17:14:26,Negative
Google Play,Smooth app,5,2023-07-06 07:54:48,Positive
App Store,Won’t let me delete my data without deleting instagram,1,2023-07-07 14:14:59,Negative
Google Play,The app takes too much personal data to run an app.,1,2023-07-13 08:00:58,Negative
Google Play,"Refreshing space that does not feels like is trying to force you unnecessary stuff. The way META is tackling monetization and the overall improvement over Twitter latest decisions, makes Thread a worthy replacement for the rest infamous Twitter and the trash show that has become after the new management.",5,2023-07-06 18:20:22,Positive
App Store,When will the iPad be compatible?,3,2023-07-07 17:25:48,Neutral
Google Play,Just copy of twitter 😑,1,2023-07-08 10:23:40,Negative
Google Play,Peda sanm,5,2023-07-06 17:44:44,Positive
Google Play,Wow,5,2023-07-06 00:15:07,Positive
Google Play,I am not able to use the app properly because when I'm scrolling the screen the threads are overlapping and everything is very blurry on the screen. Please look into this.,3,2023-07-06 09:47:13,Neutral
Google Play,Mst app hai Bhai zuck lekin features add krona aur,5,2023-07-11 04:15:44,Positive
Google Play,Good,5,2023-07-15 14:16:15,Positive
Google Play,Early launched app Get crash all the time Can't delete account if once made Worst,1,2023-07-24 12:37:57,Negative
Google Play,Worst 👁👁 the app is not responding properly,1,2023-07-06 18:37:45,Negative
Google Play,Naon si ieuteh lieur aingahh loba teuing aplikasi,4,2023-07-10 12:05:51,Positive
Google Play,Koi bhi download mat karo plz barbad hojaige account se paise jatne lagte hai verify karte hi.. Puri screen record karke YouTube pe dal dunga... YouTube pe jake dekho... Chennal name amitnagod,1,2023-07-12 17:41:36,Negative
Google Play,"It's now horrible! Absolutely horrible! Too much unnecessary restrictions, Zuck! I will give you one star for that.",1,2023-07-24 03:53:04,Negative
Google Play,🔥🔥🔥🔥🔥,5,2023-07-08 04:10:56,Positive
Google Play,Instagram + Twitter = Instter😂 Useless and time waste application.,1,2023-07-07 14:20:05,Negative
Google Play,Super,5,2023-07-22 18:17:51,Positive
Google Play,Duplication of twitter or nothing be,1,2023-07-13 05:12:56,Negative
Google Play,It keeps logging me out of my Instagram account also lack a lot of features including a way to send private text to anyone,3,2023-07-08 13:11:22,Neutral
Google Play,Bakwas,1,2023-07-14 11:45:29,Negative
Google Play,Pretty mid - concept is cool for those who basically want a PG/clean version of Twitter. Doesn't have direct messaging so no chance of strangers trying to scam you or sending you porn. But it links to your Instagram account so you can't delete your threads profile without deleting your Instagram profile too. Hopefully this mechanism will be scrapped and soon else I can see the app crashing and burning. But you can however deactivate the threads account without it impacting your Instagram.,3,2023-07-07 15:47:37,Neutral
Google Play,This app is going to be the world no.1 messages brand,5,2023-07-08 15:56:18,Positive
Google Play,Awful app.just doesn't work,1,2023-07-06 22:08:36,Negative
Google Play,Awesome!!!,5,2023-07-10 10:26:55,Positive
Google Play,girls alternative posting selfies and pics app 🙂,5,2023-07-06 14:24:35,Positive
Google Play,"The app is not too stable,please fix META. Its Scattering text and pictures on my Andriod Device. Updated today 17th July 23. The problem is fixed. Thanks META. Please spice the app up lets beat twit.",3,2023-07-17 16:59:55,Neutral
Google Play,Very satisfied with this program. Add an edit post option and daily story .,5,2023-07-08 03:22:38,Positive
Google Play,"Ok so be aware that if you want to delete your threads profile anytime, u will have to delete your Instagram account. You can only deactivate it or delete your Instagram account if you want to leave threads.",1,2023-07-08 03:09:11,Negative
Google Play,Crashed on one plus 9 pro latest os version,1,2023-07-07 07:56:48,Negative
Google Play,So fun,5,2023-07-09 15:32:30,Positive
Google Play,How can y'all move on from Twitter just like that🤣😭💔,5,2023-07-07 07:23:35,Positive
App Store,I don’t want to see people who I don’t follow or care about. Typical Instagram forcing accounts me that I don’t want to see. Just show me the accounts I follow like Twitter does.,3,2023-07-08 15:05:22,Neutral
Google Play,"Why Threads when there is IG already? why not one app does all..? Like a Swiss tool. It's so cumbersome, since it's basically the same content.",3,2023-07-08 01:50:27,Neutral
Google Play,Nice app thanks,5,2023-07-06 17:31:15,Positive
Google Play,Super ⚡,5,2023-07-06 05:45:44,Positive
Google Play,මෙලෝ රහක් නෑ වගේ ඒ වුනාට 10/10 ❤🌚,5,2023-07-07 08:22:27,Positive
Google Play,Sbsbbabansnsjskskssdddkksks bbbbdbsbsbbsbshdjfhf dbdbdbdydbdbdyd en eyeb even Eve vevevdvse hi nahi hai to celebrate with you love me saree with you love me saree with blouse and petticoat petticoat petticoat petticoat petticoat petticoat petticoat petticoat petticoat petticoat petticoat petticoat petticoat petticoat petticoat petticoat petticoat petticoat petticoat petticoat petticoat petticoat petticoat petticoat petticoat petticoat petticoat petticoat petticoat petticoat petticoat petticoat p,5,2023-07-09 01:33:06,Positive
Google Play,"Using Threads is a wonderful experience! Though with the flood of company/official accounts randomly on my timeline, it's too similar to other related app competitors. Accesibility with linked photos (ALT Text) is not there like how Instagram does, and there's no PC version to make it easier to bring in those who are used to the feel of making threads similar to, again, other competetor sites.",3,2023-07-06 00:03:20,Neutral
Google Play,Fails to upload so often. Can't easily search topics. Hopefully thus is due to the crazy uptake and it improves soon,1,2023-07-12 18:58:36,Negative
Google Play,Doing well till now.,4,2023-07-08 02:40:07,Positive
Google Play,A place for people to block keywords they don't agree with so like-minded people can mingle like roaches.,1,2023-07-09 15:30:06,Negative
Google Play,I think it's a good app,4,2023-07-06 08:45:20,Positive
Google Play,Sometimes I can post pictures and sometimes it crashes the app. It'll be better when the bugs get worked out for a new app.,3,2023-07-10 18:17:33,Neutral
Google Play,Its for my first day am installing this app . I hope this could be one of the best apps i ever used . Am proud been for the first millions joining this app.,2,2023-07-08 06:33:58,Negative
Google Play,"when I try to post some pictures, it suddenly lags and remove me from the app",3,2023-07-06 12:28:44,Neutral
Google Play,Don't know what I'm doing at the Thread today.,3,2023-07-07 08:05:21,Neutral
App Store,Lol,5,2023-07-08 11:50:59,Positive
Google Play,ووواو,5,2023-07-07 12:54:52,Positive
Google Play,Bugs,1,2023-07-09 19:30:57,Negative
Google Play,Nice app. I didn't see many features yet and didn't see an option to add few accounts. It didn't get all my accounts from IG,4,2023-07-06 15:46:49,Positive
Google Play,"Yo !! This is it But here's an issue : there's no ""following"" option like it has on Instagram which lets you see posts from the accounts you follow. In threads once you scroll and exit, you'll never find the same post from those accounts ever again until you visit their profile. Please make it like it is on Instagram",3,2023-07-07 12:46:56,Neutral
Google Play,"Horrible algorithm for feed, shows just randomly anything. Makes no sense at all.",1,2023-07-14 11:40:03,Negative
Google Play,Semoga nanti ditambahkan utk save gambar dan video,3,2023-07-09 05:59:27,Neutral
Google Play,Too cluttered. My homepage is full of replies and posts from accounts I have no interest in.,2,2023-07-09 01:24:17,Negative
Google Play,"It's a good start at competition for Twitter but more work is needed. I cannot search for specific posts, suggestions for who to follow is not something I have seen, and finally there should be a web version sooner than later. For most of us looking for a Twitter replacement, it's much faster to replicate a followers list on a full keyboard tha it is on mobile.",3,2023-07-06 17:38:49,Neutral
Google Play,It's promising but please keep my feed stuff I follow. That is my biggest issue with that other app.,3,2023-07-13 03:03:25,Neutral
Google Play,Good app but more can be done,3,2023-07-13 06:38:18,Neutral
App Store,It’s fine but I’m not interested until I can see a timeline of only people I chose to follow.,2,2023-07-06 11:01:03,Negative
Google Play,Super app,5,2023-07-16 06:23:14,Positive
Google Play,This is the new project of mera. It will definitely better then Twitter. And i wish it will have been use for good purpose. 🔥🔥🔥🔥🔥,5,2023-07-06 05:53:10,Positive
Google Play,"First guy to review. This app will either be a great success or a downfall, let's see then....",5,2023-07-06 11:00:17,Positive
Google Play,Very good,5,2023-07-05 23:38:52,Positive
Google Play,Nice 👍 aap,5,2023-07-07 05:35:36,Positive
Google Play,"Stability is terrible, app seems fun though. Lots of activity and getting plenty of support by users.",3,2023-07-07 12:34:58,Neutral
Google Play,When i scroll the screen the app will blur and something like glitch effect the font and the image not showing.. I have screenshot but there is not any option to upload please give ur email id there i will send screenshot of error in threads app,1,2023-07-06 04:30:09,Negative
Google Play,Copy paste of Twitter🙄,3,2023-07-07 12:31:01,Neutral
Google Play,No safe,1,2023-07-15 14:23:06,Negative
Google Play,the fall off is historic,1,2023-07-24 22:56:06,Negative
App Store,"The timeline is pure algorithm and there’s no way to just see accounts I follow. At that, the algorithm is really bad and just full of crap I’m not interested in at all. Like Meta has my Facebook and Instagram data and can’t even build a proper timeline of my interests. Maybe it’ll get better but until I can specifically check in on my IRL friends and accounts I’ve followed without having to go to their profiles, I really don’t see that point.",2,2023-07-23 14:55:04,Negative
Google Play,Excellent app,5,2023-07-10 18:03:54,Positive
Google Play,Bad optimisation when I am scroll the content everything is start sacking and over laping,1,2023-07-06 18:51:03,Negative
Google Play,"I installed this app. First day was fun. Today I went to my profile and accidentally refreshed it, it brings my insta profile bio and followers with msg no threads found. And also I am not able to see other people threads, getting message something went wrong. I re installed app and now it's working.",3,2023-07-07 14:49:31,Neutral
Google Play,Great alternative to the chaos and hate of Twitter.,5,2023-07-07 04:59:01,Positive
Google Play,Nice,4,2023-07-09 02:27:07,Positive
Google Play,Not working properly,1,2023-07-10 02:20:12,Negative
Google Play,"Needs improvement while scrolling for older Android devices (Android 7) , Need a Seperate dark mode toggle.",2,2023-07-06 17:28:06,Negative
Google Play,Another Facebook ploy to try to steal your personal info and sell it to other places.,1,2023-07-07 01:29:40,Negative
Google Play,Twitter rip off,1,2023-07-08 02:35:31,Negative
Google Play,All the good parts without a lot of the bad parts,5,2023-07-07 22:11:51,Positive
Google Play,Worst app total copy paste,1,2023-07-09 23:13:19,Negative
Google Play,I first download and first review very big please solve and my I'd is @call_me_lengend___ follow guys,5,2023-07-06 05:16:06,Positive
Google Play,"I see way too many posts by accounts I don't follow. Twitter allowed me to only see the accounts I follow in my timeline. Stop with the suggested posts please, this isn't Instagram. And no snoozing of suggested posts. When I turn something off, I want it to stay off.",3,2023-07-06 16:08:14,Neutral
Google Play,Op,5,2023-07-15 11:26:28,Positive
Google Play,"App kinda look half baked,",3,2023-07-07 23:51:23,Neutral
Google Play,I can't post any photos,3,2023-07-06 13:38:14,Neutral
Google Play,"Bugged, shadowing text & image",1,2023-07-06 23:57:32,Negative
Google Play,"This is actually a really good social media, but in Android I always got crash everytime I want to post a photo",3,2023-07-08 04:54:29,Neutral
Google Play,Amazing fabulous 😍,5,2023-07-14 17:00:07,Positive
App Store,My account was fine until I used this and going back and forth through the apps kept causing me to get logged out. Now I can’t log back into ig because it say try again in a few minutes,1,2023-07-07 18:30:22,Negative
App Store,okay so when I first went on the app I clicked to make an account with my insta. it showed my most of my friends that have the app but I clicked off of it by mistake. now I have to manually follow each of my friends instead of having a easier way to find them,4,2023-07-07 04:34:06,Positive
Google Play,Assalamualaikum I just installed tha app,2,2023-07-07 06:20:29,Negative
Google Play,Who needs twitter,4,2023-07-11 20:29:11,Positive
Google Play,super platform,5,2023-07-07 20:04:59,Positive
