source,review_description,rating,review_date,sentiment
Google Play,looks more simpler to catch up,4,2023-07-07 14:54:38,Positive
App Store,"I definitely think this app is a good idea but it’s missing a few key features that still make Twitter better such as having a following tab so I can just see threads from the people I follow, a notifications tab so I can see the threads that I turned notifications on for without having to search for them after I open the app, if those two things were implemented this app could be better than Twitter",3,2023-07-06 17:22:37,Neutral
Google Play,Has potential but pretty bare bones atm. The lack of hashtags and the inability to search Threads makes discoverablity nonexistent. Bookmarks and media tab would also be good.,3,2023-07-06 15:25:52,Neutral
Google Play,No information from the user....,1,2023-07-20 17:25:37,Negative
Google Play,better laugh than twitter,5,2023-07-09 05:35:16,Positive
Google Play,Enjoy the censorship if that's your thing,1,2023-07-06 01:22:36,Negative
Google Play,"Stability is terrible, app seems fun though. Lots of activity and getting plenty of support by users.",3,2023-07-07 12:34:58,Neutral
Google Play,LOG IN WITH INSTAGRAM ACCOUNT WHY⁉️⁉️😕,1,2023-07-09 16:02:14,Negative
Google Play,"The app keeps stopping, the replies on a post are repeated while scrolling then the app closes and it is not easy to find friend's posts and profiles",3,2023-07-06 19:12:05,Neutral
Google Play,the meta has changed,5,2023-07-06 05:40:01,Positive
Google Play,Mark bro we love you 👌,5,2023-07-07 04:15:32,Positive
Google Play,Still need a lot of improvement can you upgrade apply a google translation/translation,2,2023-07-07 03:28:44,Negative
Google Play,Still learning and navigating but seriously I don't care nor want to discover random people's posts that I am not following on my page. If I wanted to I would search them up to get their posts specifically. Also can't find the posts from accounts that I do follow. Please fix this as this is one of Twitters only redeeming qualities that they have over you.,3,2023-07-07 09:59:44,Neutral
Google Play,"Very Great App, Much Better Than The Chaos Of Twitter!",5,2023-07-08 14:26:58,Positive
Google Play,So Much Bugs In The App ! nothing Superb Features Copied Everything From Twitter,1,2023-07-11 05:28:31,Negative
Google Play,This is just what the world needed.,5,2023-07-06 22:15:26,Positive
Google Play,It keeps stopping while I try to post a photo,2,2023-07-07 12:06:38,Negative
Google Play,Loving it so far. Would love an edit feature tho ❤️,5,2023-07-06 02:16:30,Positive
Google Play,Copy,3,2023-07-08 14:48:19,Neutral
Google Play,Very Cool app,5,2023-07-06 11:42:48,Positive
Google Play,Good app,4,2023-07-09 16:15:27,Positive
App Store,Would appreciate to see a following only feed instead of seeing others post that i don’t follow.,4,2023-07-20 20:44:20,Positive
Google Play,Threads app is best app this app distroy the Twitter amazing yaar so continuous the meta,5,2023-07-11 17:14:10,Positive
Google Play,Great app. Abhi agile development ho raha hai iss karan se shuruaati features bs aaye hai. Jismein kaam chal Raha hai. Baad mein advanced features bhi aayenge jaise image download aur most hated ADs.,5,2023-07-22 14:25:23,Positive
Google Play,Great app but no themes Only dark them and there is no data save like autoplay you can't control it to never or something I hope next update trying to fix it,3,2023-07-08 01:18:42,Neutral
Google Play,5⭐ Service So I gave 5⭐ 🚧🚧🚧🚧🚧,5,2023-07-07 06:12:36,Positive
Google Play,"This is a very good social media app, in future it can compete with social media apps like Twitter.",4,2023-07-06 10:56:18,Positive
Google Play,Trending section maybe.,4,2023-07-06 18:51:48,Positive
App Store,…is that it’s not owned by Elon Musk.,5,2023-07-10 18:13:19,Positive
Google Play,Cool....,3,2023-07-06 10:10:39,Neutral
Google Play,Wonderful... Just need some new features,4,2023-07-15 14:57:50,Positive
Google Play,"its okayy👌, but could you please add a translation button please",5,2023-07-07 07:35:54,Positive
Google Play,It's looks good,5,2023-07-06 11:22:46,Positive
Google Play,"The app is amazing, I really loved it but I am having issues change the mode of the app. It is only on dark mode on my device and I don't know how to change it back",4,2023-07-06 15:41:26,Positive
App Store,"Boring, most followers are just ported over from Instagram and with no hashtags or local content, it’s difficult to find a reason to use.",1,2023-07-15 01:38:52,Negative
Google Play,Great alternative to the chaos and hate of Twitter.,5,2023-07-07 04:59:01,Positive
Google Play,The real reason why people are quitting Threads because it is literally boring. We have nothing to do on threads rather we prefer using Instagram.,3,2023-07-19 13:02:57,Neutral
Google Play,"If a person removes thread badge on Instagram there should be an option to get back that badge, i mean there's no sense why not you het that back",1,2023-07-06 11:57:46,Negative
Google Play,"Very poor app, don't know the actual use",1,2023-07-25 03:42:01,Negative
App Store,"Its fine ig, its early but it seems kind of clunky so far.",3,2023-07-06 04:30:06,Neutral
Google Play,Very nice application,5,2023-07-15 01:01:38,Positive
Google Play,Nice thread,5,2023-07-06 17:01:20,Positive
Google Play,"In this app, you can't control the video and the pictures. Even the data saver doesn't work. Please, there should be a ""never auto autopkay "" and also hide or reduce the pictures quality",3,2023-07-06 10:36:15,Neutral
Google Play,"Never thought I would be installing a meta app on my phone but the fumes coming off the cesspool at the original ""internet town square"" is becoming too much.",5,2023-07-07 18:05:18,Positive
Google Play,It's just ok. It definitely isn't Twitter. No hashtags and bio character length isn't as long as Twitter. Feels like a beta version.,2,2023-07-08 12:22:12,Negative
Google Play,"Another heavily censored, Trans pedo loving app by the personal data selling scum that own insta and Facebook. For christ sake DO NOT use this app.",1,2023-07-07 06:31:19,Negative
App Store,Will never be better than twitter,1,2023-07-08 19:11:42,Negative
Google Play,Cheap copy of twitter 😦,1,2023-07-07 09:20:39,Negative
Google Play,Wanna know about this app,1,2023-07-09 17:57:45,Negative
Google Play,You can't just copy and paste it... Twitter will always be superior than Threads..!,1,2023-07-13 12:14:00,Negative
Google Play,This is a cheap imitation of another popular app known as twitter. The interface is average.,1,2023-07-08 08:48:34,Negative
Google Play,The big failure about this app is that attached with Instagram.,1,2023-07-07 09:25:15,Negative
Google Play,The most restrictive use app that i have ever seen in my life.,1,2023-07-11 09:56:11,Negative
App Store,Twitter without Elon? Sign me up,5,2023-07-06 10:53:53,Positive
Google Play,I need to be famous on the app @max_manso,3,2023-07-09 09:25:30,Neutral
Google Play,How will i change it to dark mode,3,2023-07-10 16:44:27,Neutral
Google Play,Threads > twitter 😂,5,2023-07-06 07:47:04,Positive
App Store,Please add DMs sooner or later. I wanna be able to send my friends posts and talk to them on the threads app instead of switching back to instagram,4,2023-07-08 02:41:31,Positive
App Store,Tired of seeing random famous people I dont wanna see on my feed lol,3,2023-07-10 00:54:17,Neutral
Google Play,Twiter tu toh gya,5,2023-07-06 15:53:06,Positive
Google Play,Very bad,1,2023-07-24 02:54:51,Negative
Google Play,Great app 😁,5,2023-07-08 01:12:56,Positive
Google Play,Flexible currently. But should be improve,4,2023-07-06 13:27:43,Positive
Google Play,"Please reduce the size of the app. Also launch a lite version of threads , please.",3,2023-07-12 18:58:02,Neutral
Google Play,Still too much bugs,1,2023-07-06 14:53:51,Negative
Google Play,So glitchy! Like a boot leg Twitter,1,2023-07-08 14:57:56,Negative
Google Play,Dirty tricks,1,2023-07-13 14:17:46,Negative
Google Play,"It's a great app, but it's crashing when I try to upload a photo. Please have a look",3,2023-07-07 18:47:01,Neutral
Google Play,I am very said when i have a fastest internet and the thread is always loading loading and loading very disappointed,2,2023-07-07 16:09:53,Negative
Google Play,For Twitter. #TeamElonMusk,1,2023-07-07 18:50:51,Negative
Google Play,Boring,3,2023-07-18 22:53:27,Neutral
Google Play,"Garbanzo, looks like MySpace had a bastard with Twitter. Terrible UI and nothing relevant.",1,2023-07-10 12:31:44,Negative
Google Play,Mark Zuckerberg sir thank for threading application can you please and I suggest you new application similar by sanpchaat good opportunity for you ☺️,5,2023-07-08 04:54:23,Positive
Google Play,"Very promising so far, interested to see where it goes. Will adjust my review later when I've really gotten some good use out of it.",5,2023-07-08 05:07:05,Positive
Google Play,"Could be promising, but it's already randomly closing out entirely. I feel like instead of developing a new app, Meta should just focus on making its current apps work like they should.",3,2023-07-07 14:27:32,Neutral
Google Play,New app very Hot app 😍😍😍,5,2023-07-06 14:32:20,Positive
Google Play,It's full of glitch.. can't even scroll,1,2023-07-07 12:42:56,Negative
Google Play,"Why is it that when I post a video, the sound does not appear with the video?",3,2023-07-08 23:36:00,Neutral
Google Play,"Threads has definitely grown on me, the algorithm has also gotten drastically better for me which helps a lot. It's only little problems I have with the app now. Wish there was an option to hide reposts from people I follow. Really wish we could pinch and zoom on images; and wish videos would unmute when opened. Otherwise, this is a tremendous first release. It seems to accomplish the goal of Twitter's For You page well and in a way that is enjoyable to use.",4,2023-07-08 10:51:28,Positive
App Store,I havent installed yet but im giving one star in advance,1,2023-07-05 23:37:02,Negative
Google Play,Get something of your own mark,1,2023-07-10 20:52:47,Negative
Google Play,Good one,5,2023-07-07 16:16:07,Positive
Google Play,Some bugs in this application please solve all problems...,1,2023-07-06 16:43:07,Negative
Google Play,"I m getting problm in downloading the app. The app not able to get installed , it have some bugs . Please review it.",1,2023-07-06 10:35:51,Negative
Google Play,Lot of bugs in this application.,1,2023-07-06 18:45:19,Negative
Google Play,Great app!,5,2023-07-06 10:54:47,Positive
Google Play,Very nice. Thanks to meta. I am a big fan of Mark Zuckerberg 🫡🫡. You are my boss.,5,2023-07-07 05:52:20,Positive
Google Play,"Requires an Instagram account, I don't want 2 apps just to use 1. Uninstall.",3,2023-07-07 01:45:45,Neutral
App Store,I dont even want to go on the app anymore because I see so much random stuff. Fix it to where I only see what my friends post.,2,2023-07-08 14:48:51,Negative
Google Play,One of best app for future,5,2023-07-07 06:20:15,Positive
Google Play,"I cant post a picture oh threads, it force close by it self",3,2023-07-06 06:21:22,Neutral
App Store,"Read the Terms of Service, they’re insane and make other social media platforms look harmless when it comes to spying on you.

Meta recently hired several “former” CIA and FBI to work on threads. Not a coincidence.",1,2023-07-07 20:58:30,Negative
Google Play,I am using threads from 7 July but I didn't get any followers. Although I am posting positive content after every five hours.,1,2023-07-10 19:20:25,Negative
Google Play,"Awful App - I was inundated with posts from people I wasn't following, and there's no way to stop it, so I couldn't find posts from people I was following, so deleted it.",1,2023-07-08 21:24:59,Negative
Google Play,This app is very sweet and nice. The funny part of it is that it's easy to gain followers,5,2023-07-07 19:01:46,Positive
Google Play,This app is very good 😊😊😊 i,5,2023-07-25 02:36:52,Positive
App Store,"The app loads up nice and quick, the interface is nice, and the profile set up was painless. But I can't post anything because the app just crashes every time I attempt to",2,2023-07-08 05:56:57,Negative
Google Play,I am person who end 2M and start 2.1,5,2023-07-07 14:14:48,Positive
Google Play,"For some reason, I cannot use this app properly. It's having a glitch throughout and it's annoying. The whole page is filled with glitches. Please do something about it.",2,2023-07-06 19:06:04,Negative
Google Play,Doesn't charge me to use the app. All I need,5,2023-07-06 17:54:47,Positive
Google Play,"YOU CANT DELETE YOUR THREADS ACCOUNT UNLESS YOU DELETE YOUR INSTAGRAM also it doesn't have hastags, and its still an insta product so no nudity",1,2023-07-07 02:29:46,Negative
Google Play,After using this app my Instagram account stop working. Even I can't open Instagram app on my device. What should I do?,1,2023-07-07 09:36:02,Negative
Google Play,basically twitter,3,2023-07-06 21:18:07,Neutral
Google Play,My first 2 posts haven't been uploaded for over 1hr now. What's up?,2,2023-07-07 09:41:03,Negative
Google Play,"There's only one thing left, dude. Mr. Zuck, hit us up with a DM, ya know? Saw a beautiful girl on this app, but can't seem to find no DM option.",4,2023-07-07 08:42:32,Positive
Google Play,It should be for non instagram users also.,1,2023-07-15 12:37:44,Negative
Google Play,Good apps,5,2023-07-07 10:22:10,Positive
Google Play,"So far, so good. Simple and easy to use!",5,2023-07-10 03:04:28,Positive
Google Play,Not show view,3,2023-07-18 07:46:20,Neutral
Google Play,Keeps crashing! Can't post anything.,1,2023-07-09 06:56:29,Negative
App Store,verify me since I’m the first review please 🫶🏾,5,2023-07-06 20:25:08,Positive
Google Play,"This is a very good social media platform, it is much better than twitter, I hope that the application will continue to work well.",5,2023-07-06 20:13:34,Positive
App Store,Better than twitter 👍,5,2023-07-07 01:36:51,Positive
Google Play,"No more homophobic, transphobic, xenophobic CEO to ruin your day!",5,2023-07-07 01:05:27,Positive
Google Play,It is a very unique app in terms of design 🫡,5,2023-07-08 00:46:06,Positive
Google Play,Very poor apps,1,2023-07-06 04:41:31,Negative
Google Play,Very easy to use,4,2023-07-10 22:46:00,Positive
Google Play,Worst app,1,2023-07-23 19:51:01,Negative
Google Play,It's a great app but boring tbh. Hoping to improve it more!!,3,2023-07-21 10:45:45,Neutral
Google Play,Very good app,5,2023-07-06 12:00:12,Positive
Google Play,Overall I love the app. However.... I have not been able to follow new people or follow back any of my new followers for over 3 days now and I can not get anyone to help with this issue. Ive even tried to become verified but guess what can't do that either. This is very very frustrating!!!!! 3 stars because of this issue could be 5 if someone from support could help me out.** 5 days now so I'm going to start dropping the stars.,2,2023-07-15 12:45:20,Negative
Google Play,Buggy app on Android,1,2023-07-06 02:44:19,Negative
Google Play,"The more you praise this app, the less it is because its features are amazing.",5,2023-07-08 04:02:12,Positive
Google Play,App Doesn't work properly.. Showing some error please fix this problem,1,2023-07-07 02:36:05,Negative
Google Play,"Na, too like Twitter but owned by Meta. I'll take Twitter 2.0 over Threads any day. No censorship which is all Meta/Facebook does...",1,2023-07-13 01:57:36,Negative
App Store,Facebook making new apps when all we want to know is when Zuck is gonna fight Elon,3,2023-07-06 15:52:05,Neutral
Google Play,Works seamlessly for me with no errors. Quick easy access to the functions I use most often.,5,2023-07-06 06:55:27,Positive
Google Play,It's really a great apk,5,2023-07-06 13:43:29,Positive
Google Play,Loving it so far,5,2023-07-07 11:47:39,Positive
Google Play,Best opportunity by Instagram,5,2023-07-06 06:58:26,Positive
Google Play,Good start but still needs so many features like Twitter if meta really wants to succeed.,3,2023-07-06 08:05:51,Neutral
Google Play,"Very vest of time application, worst experience, copy of Twitter, threads is a Twitter little brother, I deleted threads and all so Instagram, and Instagram like a tik tok 2.0 version, and really rate of both app 100/-1 they are deserving this rate.",1,2023-07-18 07:29:25,Negative
App Store,"Whatever anyone says this app is the best thing to come out right now ever since musk took over twitter. Threads is basically like a big group chat and we’re all like a family
on there. Nobodies being weird or saying out of pocket things everyone is actually nice to each other, unlike the other app. Zuck you really stepped up and made one of the best apps out there. And everyone is already addicted, keep it up!",5,2023-07-07 19:03:23,Positive
App Store,not even a completed app,1,2023-07-18 18:01:24,Negative
Google Play,"I want to know one thing that Instagram still underdevelopment, cannot serve ads and start payment for users alike YouTube, and developing new app... First develope Insta fully, so users can earn on insta and value of insta should go up ... People making reels to earn as they are earning from youtube.",3,2023-07-06 09:54:30,Neutral
Google Play,"Great App! Reminds me of the early days of another app. ;) If you're looking for something new, it's the place to go. Love the Clean/Minimal UI. Looking forward to the future of the App.",5,2023-07-07 00:54:41,Positive
App Store,"Overall I think the app is pretty good for it being just released but as of now the only thing i can think  of that would make it a lot better for me personally is a section for threads you don’t want to post yet or just want to keep to yourself— essentially drafts. There have been many threads i have wanted to draft just to keep them for myself but can’t because the app simply doesn’t have that feature as of now, but i hope that as the app develops and updates more that we will have it in the future along with many other things",4,2023-07-16 11:10:20,Positive
Google Play,"It doesn't matter who you follow, everyone's posts go on your wall and you have to physically block the 100 million you don't want to see one at a time. They Zuckered it up real good. 1 billion ads.",1,2023-07-24 22:41:44,Negative
Google Play,"Clean and Nice UI . I like it so far , but there are some points need to be fixed . 1- i follow Arabic and English content in my account, but the alignment is bad , if put the app language is English, the Arabic content will be a chaos and vice versa . 2- waiting for the follow and hashtags features, I'm ready to give it 5 stars after these points fixed .",3,2023-07-07 10:14:35,Neutral
Google Play,Nice app for experience some new like knowledge and fun etc,5,2023-07-06 01:47:38,Positive
App Store,"I am hoping this app will replace Twitter eventually but some features should be added like translation, GIF’s etc keep working on it it’s promising but so far it feel like another version of ig but not as streamlined.",3,2023-07-07 19:47:20,Neutral
Google Play,My app crashes when I try to post pictures,3,2023-07-07 00:49:35,Neutral
Google Play,Interesting🧐,5,2023-07-06 05:00:43,Positive
App Store,Otherwise it’ll be just as toxic as twitter,4,2023-07-08 07:56:09,Positive
Google Play,"Recently using it and there's an error in this app. I am reloading the screen for the nth times and the only thing it says is ""something went wrong""",3,2023-07-07 12:18:58,Neutral
Google Play,This new app is so great to comunicate with others.,5,2023-07-06 11:28:01,Positive
Google Play,NOT BAD ALL THE FEATURES AVLIAVLE 💓💓,5,2023-07-06 11:32:41,Positive
Google Play,This app very good but so give me blue tick ❤️❤️ Farhad khan,5,2023-07-07 18:46:08,Positive
Google Play,"umm, am i the only one who's experiencing a force close bug when trying to click on repost notifications? it's happened all the time smh.",3,2023-07-07 14:09:50,Neutral
Google Play,Im in already love with this app ❣️,5,2023-07-06 10:18:53,Positive
Google Play,Not tried it yet but i think it needs a 5 star rating,5,2023-07-06 10:27:40,Positive
App Store,"I like it but there are basic features missing (photo edits in thread, hashtags) and how about a user guide? We know not everyone has it but after the c r a p from twatter, let's make threads happen.",4,2023-07-06 06:42:38,Positive
Google Play,Boring,1,2023-07-17 13:18:14,Negative
Google Play,Great 👍,5,2023-07-07 17:26:44,Positive
Google Play,Great app,5,2023-07-06 16:32:21,Positive
App Store,Can't explain why but it feels like Facebook. And it's sooooo connected to your IG that you don't really feel free to say anything. Also no +18 makes this a big nono,2,2023-07-09 04:00:43,Negative
Google Play,Installed / Got bored / Uninstalled.,1,2023-07-23 05:41:16,Negative
Google Play,Lets see how many followers I'm gonna get from here my user @arh4mm,5,2023-07-06 21:37:03,Positive
App Store,5 stars after this is implemented,3,2023-07-07 02:28:54,Neutral
Google Play,I downloaded the app but it wont work smoothly on my phone and my andriod is version 9 which means it compatible for it. But any time i want to scroll through the feed the writeup get clumsy together and the text and images start shaking...how can i rectify this problem?,2,2023-07-07 10:06:05,Negative
Google Play,The algorithm is not that great yet. Why am I seeing threads from celebs that I don't necessarily follow? It was nice for a while then poof random celeb threads appeared and I simply hated it. I wish there was a way to only see threads from people you follow.,3,2023-07-06 22:14:59,Neutral
Google Play,"Very nice app,who will beat twetter",5,2023-07-06 17:33:12,Positive
Google Play,Because Elon musk crying 😂,1,2023-07-09 06:37:08,Negative
Google Play,Better than Twitter 🐦,5,2023-07-06 16:43:51,Positive
Google Play,App not working properly... Screen getting fluctuations and blurred. Kindly fix it.,2,2023-07-08 02:55:03,Negative
Google Play,I am using this app. I think it's quite good . Mark Zuckerberg well done..👍👍,4,2023-07-08 13:26:42,Positive
Google Play,It still lacks lots of features but there's hope for the future. I appreciate the competition it brings to the table.,3,2023-07-19 14:52:14,Neutral
Google Play,it's glitching,1,2023-07-07 04:56:43,Negative
Google Play,Nice app with features you would expect for a first release. However it does crash to the homescreen after doing actions in the app sometimes,3,2023-07-07 11:43:16,Neutral
Google Play,An ugly copy of twitter.,1,2023-07-15 17:50:26,Negative
Google Play,Great 👍,5,2023-07-07 11:32:40,Positive
Google Play,Great app but add an option to create account without Instagram. I like threads but I hate using Instagram.,1,2023-07-21 19:37:23,Negative
Google Play,"A general flexible and nice app, missing some features but if it's one thing I know about mark Zuckerberg he always brings the updates",4,2023-07-07 08:07:07,Positive
Google Play,Good👍. But not necessary to use,5,2023-07-06 12:53:30,Positive
Google Play,Better than Twitter.,5,2023-07-13 08:51:14,Positive
Google Play,Idk y dis app can't deactivate account permanently. Twitter and threads. Wats going on?!,2,2023-07-06 10:17:30,Negative
Google Play,This is a quick suggestion! While uploading files their is no option to navigate to sub directories... You only have an option to upload via gallery as a whole... I mean only all the media from the phone is visible.. No navigation option for subdirectory is available... Please incorporate the change.,3,2023-07-08 13:28:50,Neutral
Google Play,"Clean off the jump. As a less than average Twitter user, I can see the appeal right away here. Will update review as necessary.",4,2023-07-06 02:05:55,Positive
Google Play,copy twitter +paste = threads,1,2023-07-07 08:38:17,Negative
Google Play,Giving a strong competition to Twitter. Loving this app.❤️❤️,5,2023-07-06 16:18:31,Positive
Google Play,Why this app is not on huawei APP Gallery? I badly want this app 😔,5,2023-07-06 09:21:25,Positive
Google Play,"I like that it doesn't show like count but number of replies. Social Media is about community, not popularity. Good job Instagram and Meta!",5,2023-07-06 11:58:47,Positive
Google Play,Hate it.,1,2023-07-09 11:58:27,Negative
Google Play,Great,5,2023-07-06 15:40:06,Positive
Google Play,So far its bad but its new app so we gotta wait until its better,3,2023-07-06 21:45:43,Neutral
Google Play,Sasta Twitter 🤣,1,2023-07-07 05:37:37,Negative
Google Play,Sir it's good but in my phone sir always happening crash problem sir whenever I am opening my threads app always crash happens plz 🙏 solve this problem sir as soon as possible...,2,2023-07-07 19:43:29,Negative
Google Play,The app is smooth to use can't wait for more features !,5,2023-07-07 01:52:28,Positive
Google Play,I keep crashing while typing a thread and it's really long and now gone,1,2023-07-07 11:25:03,Negative
Google Play,"In android, the screen and texts are smeared",1,2023-07-07 16:24:38,Negative
Google Play,It keeps crashing the moment I open it I go back to my home screen,1,2023-07-08 18:53:02,Negative
App Store,"Useless, wouldn’t trust Facebook/meta/threads  with my personal data if my life depended on it.",1,2023-07-09 23:00:34,Negative
Google Play,Can't post any pictures. Why can some people post photos but I can't? Definitely reflecting my rating of this app!,2,2023-07-07 01:24:43,Negative
Google Play,The app keeps glitching and bug on my phone,1,2023-07-06 21:22:15,Negative
Google Play,"I installed this thread app 2 or 3 times but still it is getting fully glitched if it was pbm of my phone thn whatsApp, insta all shld have got glitched. Didn't like this app . Sorry.. But i appreciate the hard work u ppl have put to make this application.",2,2023-07-07 01:47:32,Negative
Google Play,There is a difficulty to download the app however the network is OK in my region.,2,2023-07-06 16:19:44,Negative
Google Play,Glitch app not working,1,2023-07-07 16:17:01,Negative
Google Play,Stop showing me posts from accounts I don't follow,1,2023-07-16 12:50:01,Negative
Google Play,Story Thevaych Option Dya Jara 😅🤣🙏,5,2023-07-13 03:36:21,Positive
Google Play,Good stuff,5,2023-07-08 13:16:24,Positive
Google Play,Just got in threads and I am super happy with it! Can't wait to do my next post!,5,2023-07-08 04:07:15,Positive
Google Play,"Not a perfect app,",1,2023-07-06 17:42:55,Negative
Google Play,"it was supposed to be a copy of twitter, but they copied it badly",1,2023-07-06 20:24:16,Negative
Google Play,Great design and awesome features but sometimes app isn't working prorperly and showing insta followers on threads and somehow disappearing threads posts. Need little bit fixing.,3,2023-07-13 05:40:38,Neutral
Google Play,Copy cat cant even do basic functions properly,1,2023-07-08 02:27:28,Negative
Google Play,Very Good App,5,2023-07-08 17:44:57,Positive
Google Play,Cool,5,2023-07-07 13:22:00,Positive
Google Play,Cool.,5,2023-07-06 03:27:34,Positive
App Store,I will stop using Twitter immediately if Threads is on web,3,2023-07-14 04:22:06,Neutral
Google Play,"I love this app, way fewer spam bots than most, great community. Needs a few more features and that's it.",5,2023-07-22 17:02:45,Positive
Google Play,"I have Android 9, and the app goes crazy once I open it. It is rendering all the screens at once, so whenever I scroll, all of it renders at once instead of rendering just one screen. Disappointed",2,2023-07-06 07:40:42,Negative
Google Play,Full of glitches 😞😞😞😭,1,2023-07-06 15:36:38,Negative
Google Play,Trash. Can't even select your username. Just another useless app from Meta.,1,2023-07-06 19:13:49,Negative
Google Play,Better than Twitter,5,2023-07-12 16:34:14,Positive
Google Play,My experience is that I am the 1st user to rate this app . Another experience is that the app is a rivalry motivated product with a expectation to beat Twitter... Let's ride...,5,2023-07-06 08:28:14,Positive
Google Play,It's kindaa fun to use but what is it use for mark bruhhhhhu 😂,5,2023-07-06 19:59:52,Positive
Google Play,The app glitches on my phone.,1,2023-07-06 11:10:27,Negative
Google Play,This good group message photo,5,2023-07-06 14:27:57,Positive
Google Play,"Needs more work, its ok but it keeps putting in unwanted posts",3,2023-07-12 15:37:11,Neutral
Google Play,"This app is good but i hope in the next update they add something that we can put back the ""thread badge"" on our Instagram profile, i removed the badge and realized its much easier for my friends to track my thread. Plsss add it so ppl can also decide to remove or put it back huhu",4,2023-07-08 01:06:02,Positive
Google Play,Not worth it,1,2023-07-11 14:31:15,Negative
Google Play,Threads is better than Twitter 🐦,5,2023-07-06 13:22:36,Positive
Google Play,It's better than twitter,5,2023-07-24 12:08:17,Positive
Google Play,Cool app,5,2023-07-07 18:13:14,Positive
Google Play,Can't see any use of the apo.,1,2023-07-12 21:35:34,Negative
Google Play,Threads wow ❤️🤩,5,2023-07-07 07:37:31,Positive
Google Play,"Some sort of static content retention mechanism to show the last seen Thread before closing the app after a re-open would be perfect. New threads should show thumbnail of their publisher's pfp at the top, giving the user the control to go up or go down the feed.",3,2023-07-06 03:04:45,Neutral
Google Play,Very boring app,1,2023-07-18 07:05:58,Negative
Google Play,hello my name is akbar lovely bajire bbj thank you,3,2023-07-09 02:04:29,Neutral
App Store,recently installed the Threads app. Looks good. 5 stars,5,2023-07-06 10:32:17,Positive
App Store,"I've done all I know to do short of reformat my device. I know I don't have the latest hardware, but it is up to date. If I try to post or comment it crashes.",1,2023-07-07 23:30:31,Negative
Google Play,Twitter rip-off Enough said,3,2023-07-06 02:14:12,Neutral
Google Play,I hope it will be good,5,2023-07-08 07:14:19,Positive
Google Play,Very glitchy first experience. While scrolling all the text leaves a trail of itsself and doesnt get refreshed. So it's hard to scroll and read.,1,2023-07-06 01:53:52,Negative
App Store,"To be fair tho what

Vik??

Did I? 
I thought that was Harry who said that
No vik you literally said to be fair tho
Oh oh I was agreeing with Harry",5,2023-07-07 08:46:02,Positive
Google Play,"I understand it's connected to Instagram, but being a text based app, shouldn't it have messaging features as well?",3,2023-07-07 11:31:39,Neutral
Google Play,I want to delete this stupid app without deleting my insta. Fix it.,1,2023-07-07 22:52:33,Negative
Google Play,Cool👍🏻,4,2023-07-06 10:23:47,Positive
Google Play,Another Instagram worst,1,2023-07-12 07:38:59,Negative
Google Play,The app is good its almost like twitter Just implement the trending 📈 feature and add aome new other features that twitter lack,5,2023-07-06 17:07:38,Positive
