recommendationid,author_steamid,author_num_games_owned,author_num_reviews,author_playtime_forever,author_playtime_last_two_weeks,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,steam_purchase,received_for_free,review_cleaned,review_normalized
207709761,76561199143357315,125,11,1636,0,en,"So, I don't know what this game did to me but I am absolutely obsessed with it. I've seen every possible gameplay of this game in every possible language I could and I've played it alone too and I'm still currently trying to get all endings and all, but it's still not enough. It's like a drug I just can't seem to get over this game and no I swear it's no addiction because I've played MANY good games like this but it's something in this game that calms me in some way (yes it's still horrifying and scary) but the atmosphere, the whole plot of the game and the best of all: the GRAPHICS. Like god damn let alone the fog is such a big impact on the game itself and we won't even talk about the design of all places. They balanced the places so perfectly, I always had the feeling I'm lonely in whole Silent Hill, but at the same time there are those side characters we meet and all those monsters, so it should take the feeling away but the atmosphere makes it look like we're literally alone with nobody there. And no don't take me wrong it's actually the best thing, because of that I feel calmed playing this game and also Mary's words at the start of her letter to James, oh god it hits me everytime and I get goosebumps and now hearing those words again after completing the game, it gives me that nostalgic feeling and it's like I have an empty feeling thinking about the whole game because of how hard it hit me. I have a library section that's named ""Above perfection"" and that's where it belongs. There are actually only a few games that can reach this level of perfection like Silent Hill 2, so the original developers, along with the remake team, did a whole good job.",1761564920,1761564920,True,5,0,0.5655080080032348,True,False,dont know game absolutely obsessed ive seen every possible gameplay game every possible language could ive played alone im still currently trying get ending still enough like drug cant seem get game swear addiction ive played many good game like something game calm way yes still horrifying scary atmosphere whole plot game best graphic like god damn let alone fog big impact game wont even talk design place balanced place perfectly always feeling im lonely whole silent hill time side character meet monster take feeling away atmosphere make look like literally alone nobody dont take wrong actually best thing feel calmed playing game also mary word start letter james oh god hit everytime get goosebump hearing word completing game give nostalgic feeling like empty feeling thinking whole game hard hit library section thats named perfection thats belongs actually game reach level perfection like silent hill original developer along remake team whole good job,do not know game absolutely obsessed i have seen every possible gameplay game every possible language could i have played alone i am still currently trying get ending still enough like drug cannot seem get game swear addiction i have played many good game like something game calm way yes still horrifying scary atmosphere whole plot game best graphic like god damn let alone fog big impact game will not even talk design place balanced place perfectly always feeling i am lonely whole silent hill time side character meet monster take feeling away atmosphere make look like literally alone nobody do not take wrong actually best thing feel calmed playing game also mary word start letter james oh god hit everytime get goosebump hearing word completing game give nostalgic feeling like empty feeling thinking whole game hard hit library section thats named perfection thats belongs actually game reach level perfection like silent hill original developer along remake team whole good job
206812698,76561197999996623,2958,46,1588,877,en,"UPDATE:   After disabling all mods the problem is solved, so I've changed my review to recommended. This was not immediately obvious because none of the commonly suggested fixes include disabling mods. The only mods I had installed were small and seemingly insignificant. I'm leaving this review up in case anyone else has the same issue.  ORIGINAL REVIEW:   The game itself is decent, but I've encountered a game-breaking bug where, after jumping down into another room, the entire screen goes black and cannot progress. This is a known and common issue. I've tried all ""solutions"" including DX11, cancelling the jump before jumping, alt-tabbing out of the game mid-jump, adjusting graphics options, etc.  To make matters worse, the save system is so infrequent that just to be able to test if a change helped or not I have to replay the same 10-15 mins over and over and over again. You can't just immediately test after restarting the game because there's no way to save before you have to close the game.   Besides that the optimization is absolutely atrocious, with constant stuttering (another known issue that will never be patched). This is the worst optimized game I've ever played, even after community ""fixes"".",1760563770,1760567246,True,12,1,0.5513448119163513,False,False,update disabling mod problem solved ive changed review recommended immediately obvious none commonly suggested fix include disabling mod mod installed small seemingly insignificant im leaving review case anyone else issue original review game decent ive encountered gamebreaking bug jumping another room entire screen go black progress known common issue ive tried solution including dx cancelling jump jumping alttabbing game midjump adjusting graphic option etc make matter worse save system infrequent able test change helped replay min cant immediately test restarting game there way save close game besides optimization absolutely atrocious constant stuttering another known issue never patched worst optimized game ive ever played even community fix,update disabling mod problem solved i have changed review recommended immediately obvious none commonly suggested fix include disabling mod mod installed small seemingly insignificant i am leaving review case anyone else issue original review game decent i have encountered gamebreaking bug jumping another room entire screen go black progress known common issue i have tried solution including dx cancelling jump jumping alttabbing game midjump adjusting graphic option etc make matter worse save system infrequent able test change helped replay min cannot immediately test restarting game there way save close game besides optimization absolutely atrocious constant stuttering another known issue never patched worst optimized game i have ever played even community fix
205677427,76561198055630944,225,95,1537,0,en,"I beat this a little while back, it's a great game. I don't think it's super replayable personally just because I feel like it's a game that's more about the experience than it is about the gameplay itself. As the game itself is very basic and barebones but the atmosphere is incredible and the story kinda relies on you not knowing what's going on.  Don't go in here expecting Resident Evil. Go in here expecting more of an atmospheric exploration game, and it excels at that extremely well.",1759395176,1759395176,True,2,0,0.5435684919357299,True,False,beat little back great game dont think super replayable personally feel like game thats experience gameplay game basic barebones atmosphere incredible story kinda relies knowing whats going dont go expecting resident evil go expecting atmospheric exploration game excels extremely well,beat little back great game do not think super replayable personally feel like game thats experience gameplay game basic barebones atmosphere incredible story kinda relies knowing whats going do not go expecting resident evil go expecting atmospheric exploration game excels extremely well
206877828,76561198453072915,0,1,4498,77,en,"Konami actually saved a franchise they left in the dust. Should've won GOTY imho. Beautiful graphics, expanded upon lore, improved mechanics. Please lord keep bloober team for future remakes....",1760643747,1760643747,True,2,0,0.5410748124122619,False,False,konami actually saved franchise left dust shouldve goty imho beautiful graphic expanded upon lore improved mechanic please lord keep bloober team future remake,konami actually saved franchise left dust shouldve goty imho beautiful graphic expanded upon lore improved mechanic please lord keep bloober team future remake
207069072,76561197988215272,492,17,13,9,en,Game might be good but performance is so garbage i really cant recommend it. Ye ofc you can enable framegen but that makes game look washed out and blurry,1760856817,1760856817,False,3,1,0.5406360626220703,True,False,game might good performance garbage really cant recommend ye ofc enable framegen make game look washed blurry,game might good performance garbage really cannot recommend ye ofc enable framegen make game look washed blurry
207396741,76561199077830687,148,46,13,0,en,There's a place where lovers go To cry their troubles away And they call it Silent Hill Where the broken hearts stay You can buy a dream or two To last you all through the years And the only price you pay Is a heart full of tears,1761236363,1761236626,True,2,1,0.5394737124443054,True,False,there place lover go cry trouble away call silent hill broken heart stay buy dream two last year price pay heart full tear,there place lover go cry trouble away call silent hill broken heart stay buy dream two last year price pay heart full tear
207076678,76561198061440886,888,4,459,459,en,"I wanted to like this game, unfortunately I don't. This is not Silent Hill 2. This is not Psychological Horror. The heavy focus on combat and the ridiculous number of overly aggressive enemies destroy the pace and atmosphere of the game. I lowered the action level in hopes that it would make the gameplay more tolerable but it had no impact that I could detect. I understand how the combat system works, its not complex, in fact it has no variety at all which makes it tedious and monotonous. Dodge, attack, dodge, attack, repeat endlessly on the hordes of enemies everywhere.   I admit the combat in the original is also clunky and not fun, but that game doesn't constantly swarm James with hyper-aggressive hoards of enemies to force the issue. Combat always felt optional, it was an afterthought and not the point of the experience. In the remake the combat is the entire point and is required to be able to enjoy exploration due to the highly aggressive design of the enemies.  The environments in this game are also unnecessarily bloated, which also destroys the pace and atmosphere. Combined with the overly numerous and aggressive enemies in every single room and hall it creates a feeling that nothing of substance is ever happening as well as creating a disassociation with the story and characters. The reality is that Silent Hill 2 doesn't have a long story, it doesn't take long to tell, 5-6 hours is all you need. Why is every environment in this remake 3 times longer than it needs to be? The Woodside apartments were so overextended and bloated that I almost quit when I reached the Blue Creek Apartments because I was so tired of the apartments and the constant combat. I am now 7 hours in and just completed the Blue Creek Apartments and honestly, I don't want to play anymore. I don't know if I will ever finish this game. This just isn't fun, its a slog.  I don't know how much of the blame falls on Bloober Team and how much falls on Konami but I suspect Konami bares the lions share of blame.",1760866084,1761018126,False,6,3,0.5392912030220031,True,False,wanted like game unfortunately dont silent hill psychological horror heavy focus combat ridiculous number overly aggressive enemy destroy pace atmosphere game lowered action level hope would make gameplay tolerable impact could detect understand combat system work complex fact variety make tedious monotonous dodge attack dodge attack repeat endlessly horde enemy everywhere admit combat original also clunky fun game doesnt constantly swarm james hyperaggressive hoard enemy force issue combat always felt optional afterthought point experience remake combat entire point required able enjoy exploration due highly aggressive design enemy environment game also unnecessarily bloated also destroys pace atmosphere combined overly numerous aggressive enemy every single room hall creates feeling nothing substance ever happening well creating disassociation story character reality silent hill doesnt long story doesnt take long tell hour need every environment remake time longer need woodside apartment overextended bloated almost quit reached blue creek apartment tired apartment constant combat hour completed blue creek apartment honestly dont want play anymore dont know ever finish game isnt fun slog dont know much blame fall bloober team much fall konami suspect konami bares lion share blame,wanted like game unfortunately do not silent hill psychological horror heavy focus combat ridiculous number overly aggressive enemy destroy pace atmosphere game lowered action level hope would make gameplay tolerable impact could detect understand combat system work complex fact variety make tedious monotonous dodge attack dodge attack repeat endlessly horde enemy everywhere admit combat original also clunky fun game doesnt constantly swarm james hyperaggressive hoard enemy force issue combat always felt optional afterthought point experience remake combat entire point required able enjoy exploration due highly aggressive design enemy environment game also unnecessarily bloated also destroys pace atmosphere combined overly numerous aggressive enemy every single room hall creates feeling nothing substance ever happening well creating disassociation story character reality silent hill doesnt long story doesnt take long tell hour need every environment remake time longer need woodside apartment overextended bloated almost quit reached blue creek apartment tired apartment constant combat hour completed blue creek apartment honestly do not want play anymore do not know ever finish game isnt fun slog do not know much blame fall bloober team much fall konami suspect konami bares lion share blame
207929571,76561198038730496,168,21,1929,1929,en,"The original Silent Hill 2 is a prisonic fairytale of historic proportions. This reimagining doubles down on all the macabre, filthy, nerve racking, delightfully miserable and downright excruciating aspects of the iconic survival horror experience. The original is still a superior and more concise piece of art that deserves endless praise for its genius game designs, but the effort from Bloober team is exceptionally faithful to the source, while offering long time fans of Silent Hill and all newcomers a deeper dive into the depths of the abyss than the original game offered. The game is more than twice the runtime of the original with brand new level designs and segments. The combat system is very simple, but proactive and fun, which keeps the exploration loop flowing. The boss fights in this game are probably the best in the entire series. If you love survival horror, then play this game.   It's a nearly 10/10 with a few simple mods like increasing your movement speed, increasing the camera distance, and removing the weapon sway. Play the game without any hints or prompts on Hard mode. Tune your HDR settings right as well to get the best black level. Performance of UE5 is hit or miss, just don't use raytracing.",1761795997,1761795997,True,2,0,0.5375722646713256,False,False,original silent hill prisonic fairytale historic proportion reimagining double macabre filthy nerve racking delightfully miserable downright excruciating aspect iconic survival horror experience original still superior concise piece art deserves endless praise genius game design effort bloober team exceptionally faithful source offering long time fan silent hill newcomer deeper dive depth abyss original game offered game twice runtime original brand new level design segment combat system simple proactive fun keep exploration loop flowing bos fight game probably best entire series love survival horror play game nearly simple mod like increasing movement speed increasing camera distance removing weapon sway play game without hint prompt hard mode tune hdr setting right well get best black level performance ue hit miss dont use raytracing,original silent hill prisonic fairytale historic proportion reimagining double macabre filthy nerve racking delightfully miserable downright excruciating aspect iconic survival horror experience original still superior concise piece art deserves endless praise genius game design effort bloober team exceptionally faithful source offering long time fan silent hill newcomer deeper dive depth abyss original game offered game twice runtime original brand new level design segment combat system simple proactive fun keep exploration loop flowing bos fight game probably best entire series love survival horror play game nearly simple mod like increasing movement speed increasing camera distance removing weapon sway play game without hint prompt hard mode tune hdr setting right well get best black level performance ue hit miss do not use raytracing
206707760,76561198905637631,0,204,1013,0,en,"I consider the original Silent Hill 2 to be a masterpiece. So, what does it mean if I like the remake even more? It adds so much more to the game and the story. So far, every change has been a nice surprise and kept things true to the original while also refreshing the experience, making it feel new. They did a solid job, legitimately. I still have the end of the labyrinth and the hotel left. However, I'm pretty sure it's going to playout magnificently.",1760446159,1760446159,True,2,0,0.5273039937019348,True,False,consider original silent hill masterpiece mean like remake even add much game story far every change nice surprise kept thing true original also refreshing experience making feel new solid job legitimately still end labyrinth hotel left however im pretty sure going playout magnificently,consider original silent hill masterpiece mean like remake even add much game story far every change nice surprise kept thing true original also refreshing experience making feel new solid job legitimately still end labyrinth hotel left however i am pretty sure going playout magnificently
207698981,76561199066360101,253,82,1860,0,en,I beat this game probably about a month ago and now I think im ready to give my thoughts on this game... This game changed me for the better and made me very introspective on my life and past actions. After playing this game i wanted to work on myself to better/remedy these actions. I genuinely owe a lot to this game. I was in a bit of a blah spot mentally and just in general and this game kinda came at the right time for me. This is a Beautifully written masterclass piece of media which makes you go face to face with James's worst demons which happen to be relatable enough for most people to relate somewhat to him and his cause. I could gush about this game all day or I could just say to just buy it. I cant spoil anything as the twists and reveals are so despairing and heartbreaking you just gotta experience it for yourself. and please if you can't buy the remake get the original. it is abandonware now and has tons of mods that modernizes the experience such as giving the game an over the shoulder camera. just please try to experience this story by any means necessary.,1761547625,1761547862,True,1,0,0.5238095521926879,False,False,beat game probably month ago think im ready give thought game game changed better made introspective life past action playing game wanted work betterremedy action genuinely owe lot game bit blah spot mentally general game kinda came right time beautifully written masterclass piece medium make go face face james worst demon happen relatable enough people relate somewhat cause could gush game day could say buy cant spoil anything twist reveals despairing heartbreaking got ta experience please cant buy remake get original abandonware ton mod modernizes experience giving game shoulder camera please try experience story mean necessary,beat game probably month ago think i am ready give thought game game changed better made introspective life past action playing game wanted work betterremedy action genuinely owe lot game bit blah spot mentally general game kinda came right time beautifully written masterclass piece medium make go face face james worst demon happen relatable enough people relate somewhat cause could gush game day could say buy cannot spoil anything twist reveals despairing heartbreaking got ta experience please cannot buy remake get original abandonware ton mod modernizes experience giving game shoulder camera please try experience story mean necessary
207466515,76561198928964673,0,26,850,850,en,"pretty nice, kinda wondering if James got his tetanus shots.",1761316590,1761316590,True,1,0,0.5238095521926879,False,False,pretty nice kinda wondering james got tetanus shot,pretty nice kinda wondering james got tetanus shot
207257142,76561199030282040,0,15,2822,967,en,"An almost complete lack of the original's DISTURBING aspects leaves me disappointed to say the least. I enjoyed the atmosphere, extended exploration, and the superb cut scenes. I enjoyed the game, many improvements, some BIG negatives for the sake of WOKENESS. The original is still better.",1761071981,1761071981,True,1,1,0.5238095521926879,True,False,almost complete lack original disturbing aspect leaf disappointed say least enjoyed atmosphere extended exploration superb cut scene enjoyed game many improvement big negative sake wokeness original still better,almost complete lack original disturbing aspect leaf disappointed say least enjoyed atmosphere extended exploration superb cut scene enjoyed game many improvement big negative sake wokeness original still better
207214728,76561198310684942,0,12,1526,1204,en,"First of all, this game looks amazing. The atmosphere, the story, the sound design/music... everything clicks just right for this game. The enemy designs, while not that scary looking, are utilized in a way that makes them scary. The constant bombardment of sounds and music add to the tension and sense of dread, I had to take breaks at times because it was giving me anxiety. The areas were perfectly chosen for the most part, I think they would be at the top of many peoples' list for scariest abandoned places. The symbolism is also very very good. This is definitely a game I can see myself replaying a few times. Playing with a dualsense controller really added so much to this game as well. My only gripe is there were occasional performance issues, I am not inclined to believe it's due to my computer. Luckily, it did not detract from my overall experience.",1761019477,1761020201,True,1,0,0.5238095521926879,True,False,first game look amazing atmosphere story sound designmusic everything click right game enemy design scary looking utilized way make scary constant bombardment sound music add tension sense dread take break time giving anxiety area perfectly chosen part think would top many people list scariest abandoned place symbolism also good definitely game see replaying time playing dualsense controller really added much game well gripe occasional performance issue inclined believe due computer luckily detract overall experience,first game look amazing atmosphere story sound designmusic everything click right game enemy design scary looking utilized way make scary constant bombardment sound music add tension sense dread take break time giving anxiety area perfectly chosen part think would top many people list scariest abandoned place symbolism also good definitely game see replaying time playing dualsense controller really added much game well gripe occasional performance issue inclined believe due computer luckily detract overall experience
207105669,76561198154138007,714,65,1695,137,en,That plank that we use at the start of the game is the most faithful weapon i have used in any game ever,1760891140,1760891337,True,1,0,0.5238095521926879,True,False,plank use start game faithful weapon used game ever,plank use start game faithful weapon used game ever
