recommendationid,author_steamid,author_num_games_owned,author_num_reviews,author_playtime_forever,author_playtime_last_two_weeks,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,steam_purchase,received_for_free
204452543,76561198065208994,330,17,1479,0,english,"My footsteps echo through the suffocating openness of Silent Hill. Each one makes me hesitate, as if the town itself is listening. The music rises and falls in uneasy waves, filling the silence my steps leave behind. James’s disposition mirrors my own... confused, weary, and longing for any definition of meaning. His search for worth, shaped by the eyes of those closest to him, becomes like my own.  Trauma runs like roots beneath Silent Hill 2, twisting the story in unsettling ways, layered with rich subtext. Already praised by so many, I add my voice to theirs: I’ll never forget the long, quiet, dark nights spent guiding James through his deeply personal journey toward acceptance.  Silent Hill 2 is a masterpiece.",1757993259,1757993259,True,12,2,0.633410513401031494,False,False
205712440,76561199590318862,1126,71,2166,1711,russian,"Silent Hill 2 Remake это потрясающая атмосфера, шикарное звуковое сопровождение и очень сильные персонажи. В плане настроения и истории игра действительно захватывает, местами пробирает до мурашек. Но всё это портит катастрофически ужасная оптимизация. Особенно на видеокартах AMD. На моей системе (i5-12600KF, RX 7900 XTX, DDR5 32 GB 6800 MHz) я постоянно ловил статеры, при каждой битве, при включении света в локации тюрьма, при поднятии предметов игра дёргается. Это не просто мелочь, а критический минус, рушащий погружение. По сути это один из самых ужасных ремейков в техническом плане. Если ремейк первой части выйдет в таком же сыром виде, то я без проблем выставлю отрицательные отзывы всем играм серии. Требовать 2000+ рублей за игру и выпускать её в таком техническом состоянии непростительно. ",1759429172,1759468957,True,7,0,0.628378391265869141,True,False
204854284,76561198160426489,0,11,1561,0,schinese,每个人都有自己心中的寂静岭。 当亲人罹患伤病，只能痛苦地活在病床上，最终也只会在痛苦中离开。 如果现在有一个按钮可以帮ta结束这一切，我想我会按的。 愿来世再重逢,1758447078,1758447078,True,8,0,0.62262493371963501,True,False
205210597,76561198423761360,249,20,1476,0,spanish,"Silent Hill 2 no es un simple ‘’Survival Horror’’. Es un espejo, uno que te obliga a mirarte aunque no quieras. El remake hace justicia a esa experiencia, y al mismo tiempo vuelve más intensa gracias a lo técnico: gráficos que no solo se ven espectaculares, sino que en cierto punto te incomoda, atmosferas que te asfixian, escenarios que parecen respirar con vos. Es un laburo impecable, hecho desde el respeto y con un nivel de detalle increíble.  Pero lo más fuerte, lo más doloroso, es James Sunderland.  James no es un protagonista clásico. Es un hombre hundido en depresión, atrapado en un duelo interminable, buscando una verdad que ni él mismo puede soportar. Vive cargado de culpa, con un dolor que lo devora en silencio, intentando disfrazar su vacío con una búsqueda desesperada de respuestas. En cada mirada perdida, en cada silencio incómodo, se ve alguien que no sabe cómo seguir adelante.  Mary es el núcleo de ese dolor. No solo es su esposa enferma y ausente, es la herida abierta que nunca cicatriza. La carta que recibe no es un simple misterio, es el eco de su desesperación, el recordatorio de una relación marcada por el amor y la culpa, por el desgaste de la enfermedad y la incapacidad de afrontarla. Cada rincón de ‘’Silent Hill’’ es una extensión de ese tormento, de esa herida que James intenta racionalizar, pero que lo persigue con la crudeza de un castigo.   Y ahí aparece María, un contraste gigante. Inocente, viva, sin el peso del pasado ni de la depresión. Ella representa lo que James perdió, lo que nunca podrá recuperar, la pureza de un vinculo limpio, la posibilidad de mirar adelante sin cargar una mochila llena de culpas. Maria lo desarma porque es todo lo que él no puede ser, y su presencia en Silent Hill es un recordatorio cruel de que la vida sigue, aún cuando uno se queda atrapado en la oscuridad.   El remake expone todo esto con un detalle que duele. No se trata solo de monstruos deformes o pasillos interminables, se trata de entrar en la mente de un tipo roto y caminar entre los restos de su depresión, su culpa y su amor distorsionado. James no pelea con criaturas, pelea contra su propia enfermedad emocional, contra la sombra fría de Mary y la luz inalcanzable que Maria simboliza.   Silent Hill no es un juego que se supere con habilidad. Es una experiencia que se sobrevive, una herida que se abre cada vez que James respira en la pantalla. Y este remake la vuelve más nítida, más dolorosa, más cercana. Al final, lo único que queda es la certeza incómoda de que todos llevamos un poco de James adentro… y que enfrentarlo no siempre nos libera, pero al menos nos recuerda que no estamos solos en la oscuridad.   ",1758854987,1758854987,True,7,0,0.614035129547119141,True,False
205196692,76561198784184330,0,2,2762,2502,russian,"Это лучшая атмосфера, саундтрек и сюжет. Находясь в туманном городе, я чувствую любовь, желание проверить все записки, уголки и углубиться в историю Джеймса Сандерленда каждую минуту.  С детства люблю эту серию игр, но ремейк прорыв который подарит нам ещё больше хороших игр по этой вселенной. Теперь безнадёжно жду ремейк SH Origin.  А тем временем не забудьте ингредиенты для рецепта салата с фасолью и сухарями:  кукуруза консервированная — 1 банка красная фасоль — 1 банка кириешки ржаные — 1 пачка свежая зелень по вкусу (укроп, петрушка, лук) соль, перец, майонез",1758836496,1758836496,True,6,0,0.607843160629272461,True,False
205072859,76561198345439861,356,42,2788,0,russian,"Silent Hill 2 Remake поразил атмосферой — город выглядит мрачно и реалистично, а звук и музыка усиливают чувство тревоги. Сюжет и персонажи поданы глубже, чем в оригинале, а управление стало современным и удобным. Разработчикам удалось сохранить дух классики и одновременно подарить свежий, полноценный опыт. Настоящий подарок для фанатов хоррора и новичков!",1758668690,1758668690,True,8,0,0.601634323596954346,True,False
205805601,76561198202137806,185,209,1342,853,brazilian,"Finalizei ontem Silent Hill 2 Remake e decidi ver todos os oito finais para formar uma opinião mais crítica sobre o jogo. O primeiro que alcancei foi o de Maria, mas ele simplesmente não parecia certo. Depois de assistir a todos, na minha visão, o mais realista é o In Water. Não darei spoilers, mas esse final fez com que todo o enredo ganhasse mais sentido.  Falando sobre o jogo em si: o gameplay é muito bom, e a história pode ser confusa se não prestarmos atenção nos mínimos detalhes e nuances. As criaturas são interessantes; a princípio achei que havia poucas, até perceber que cada uma carrega um significado. Os gráficos são bonitos, mas preciso comentar sobre os problemas de performance. Mesmo com um PC acima dos requisitos, os crashes eram constantes (Unreal Engine 5…) até eu instalar mods de performance feitos pela comunidade, que resolveram o problema.  Ah, uma curiosidade: abri o mapa cerca de 1.647 vezes — não sei se alguém conseguiu mais do que isso kkkkk.  No fim, recomendo o jogo, mas os problemas de performance certamente são um ponto de atenção.",1759527198,1759527198,True,5,0,0.60000002384185791,False,False
204317515,76561198140092477,1260,4,1278,0,schinese,原版是2001年的游戏，里面解密及场景设计被后续无数恐怖类型游戏借鉴。,1757851861,1757851861,True,8,0,0.592371940612792969,True,False
205110143,76561198063007752,291,41,4128,0,english,"10/10 , an absolute masterpiece!  Atmosphere , combat , music , story , every part of this game is so great. Suffocating fog , crushing darkness , unnerving sound design wrap , Akira Yamaoka's soundtrack is absolutly unforgettable... If you search for good psychological horror game you are on right place then.  Amazing job done with remaking this one and this it's a ""must play game"" with no doubts about it.",1758735813,1758735813,True,8,0,0.589504539966583252,False,False
205021337,76561198145486074,738,134,1865,0,english,"One of my favorite horror games, both this one and the original. Really good remake visually, the atmosphere is so well done and the voice actors really nailed it. The music is iconic. A must play.",1758627073,1758627073,True,13,1,0.586132228374481201,True,False
204964857,76561198838073784,71,6,1085,0,german,Game war goil. Story goil. Combat system goil. grafik goil. Performance ganz ok. Maria smash.,1758564715,1758564715,True,8,7,0.576007425785064697,False,False
205317425,76561198364357010,638,109,1135,143,turkish,"Oyunun sinematografisi ve ara sahneleri mükemmel olmuş. Özellikle atmosferi gerçekten çok güzel. Orijinale sadık kalarak getirdikleri yeni içeriklerde aşırı doğal durmuş. ""Bu şeyin Silent Hill ile alakası ne?"" dediğiniz hiçbir kısım yok. Bu yüzden Silent Hill 2’nin çok iyi bir remake olduğunu düşünüyorum ancak itiraf etmem lazım oyunun bazı yerlerinin gereksiz uzatıldığını hissettim. Özellikle hastane bölümü ve direkt ardından gelen karanlık sokaklarda yürüdüğümüz sahne gereksiz uzun geldi bana. Bu sahnelerde yeni içerikler olsa sıkıntı yok ama sadece aynı düşmanları defalarca öldürüyorsunuz. bu bölümlerde Uzatılmışlık hissetme kısmı dışında mükemmel bir remake olmuş.",1758979907,1758980252,True,3,0,0.565217375755310059,True,False
205268744,76561198135770810,44,1,1330,0,brazilian,"Ótimo remake comparado ao original, em meio a tantos jogos genéricos e ruins que saíram ultimamente. Pena ser tão mal otimizado",1758922034,1758922034,True,3,0,0.565217375755310059,False,False
204361195,76561198091276264,209,2,3187,0,japanese,サイレントヒルシリーズは今作が実質初プレイ。 暗闇や音を使った雰囲気づくりがとても上手かったのに加えて、クリーチャーの不気味さや錆・血・虫だらけの裏世界の強烈なデザインが相まってかなり怖かったが、 そういった怖さにさえ耐えられれば、(少なくとも難易度ノーマルでは)物資が潤沢に手に入りある程度のゴリ押しが効くというのもあり、そこまで難しくはないのがいい調整だと感じた。  言葉少なめで少し抽象的ではあったが、ミステリアスな内容で先が気になるストーリーや、それを彩る物寂しくも美しい音楽にもとても惹き込まれた。 特にエンディングを迎えた後に胸に残る切ない余韻がとても良く、この「怖さ」と「切なさ」を併せ持った作風がリメイク前から名作と呼ばれ、多くのプレイヤーに愛されてきた所以なのかな、と感じた。,1757889154,1758276310,True,3,0,0.565217375755310059,True,False
205851872,76561198401195738,366,102,879,852,schinese,其他恐怖游戏教你恐惧，而寂静岭教你不想玩不用非得玩,1759580473,1759580473,True,3,0,0.563492059707641602,True,False
204755575,76561198399830283,0,85,1968,69,latam,Tras optimizar el juego con settings y mods. Logre hacer que corriera a 60 fps sin reescalado en una rtx 4060.  ODIO EL GAMING MODERNO  Pero sigue siendo un juegazo 8/10.,1758347678,1758347678,True,4,0,0.563492059707641602,False,False
204877785,76561198131481630,0,19,841,0,russian,"Всем доброго времени суток! Вот настал тот день, когда я решил поиграть в Silent Hill 2. Об игре я знал только то, что была когда-то давно на PS1 первая часть, где был какой-то город с туманом, и в принципе вторая часть так и оказалась :D. Распишу пару пунктов касательно игры. 1.	Графика. Она здесь очень хороша, приятные локации, классное освещение даже на средне-высоких настройках. 2.	Звук. О боже мой, как это было круто! Я очень редко обращаю внимания на звуки окружения, но тут сделано настолько хорошо, что я невольно обращал и пытался вслушаться в каждый шорох. Звук тут на уровне. 3.	Геймплей, ну что тут сказать, похоже на Resident Evil и немного на Signalis. В целом бодренько. Можно сократить до формулы: исследование -> сражения -> головоломки. 4.	Оптимизация. Как будто могли и лучше. Я, конечно, понимаю, 3060 карточка уже старая, но когда FPS просаживается на роликах, это немного печально. В целом игра очень хорошая и интересная. Если бы я поиграл в неё в начальной школе, спать бы я точно не смог :D. А так, всем советую данную игру. P.s. выбирайте сложность игры высокую, а то будет переизбыток ресурсов.",1758467795,1758467795,True,4,0,0.561627626419067383,True,False
204267313,76561198058045091,187,15,1383,0,english,"I know Silent Hill from the first movie and have also heard of the games, I really like the first movie, the atmosphere and design but I never expected the game to be so oppressive and morbid. Silent Hill has its own kind of horror, it's not about being hunted, gore or jumpscare, it's atmospheric but it makes you feel a disturbing deep-rooted fear, probably one of the most terrifying game. You feel oppressed all the game, and the more you play, the more intense it becomes, feeling like a descent in hell (some lovecraftian vibes on that side which I'm a huge fan of). The plot is kind of cryptic at first, but it reveals itself over time and explaining well the why and how, with a huge attention to details that you notice the more you play and understand the plot. Great soundtrack and top notch soundscape (from eerie/melancholic vibe to some kind of rusty/hellish atmosphere). Monsters design is excellent, pyramid head is iconic for a reason and one of the best looking game I played (really nice light works). It's a shame that it didn't win the 2024 goty imo, even if it's a remake (I got some stutter issues but fix by launching it in dx11 and disabling the hardware-accelerated GPU Scheduling in windows, if it can help others who have similar issues) An excellent game made with passion, can't wait for the remake of SH1 (and SH3, I hope so)",1757794897,1757794897,True,7,0,0.561036765575408936,False,False
204520109,76561198341516596,17,5,1282,0,turkish,"Oyuna ilk girdiğim anda atmosfer beni öyle bir gerdi ki, daha ilk dakikalardan Silent Hill kasabasının ruhumu sıkıştırmaya başladığını hissettim. Sokaklarda sisin arasında yürürken kulağıma gelen uğultular, uzaktan duyulan garip sesler ve bir anda karşıma çıkan yaratıklar… O kadar yoğun bir gerilim vardı ki bazen düşman görünce bir odaya girip çıkmaya cesaret edemiyordum.  Silent Hill 2 Remake’in en güçlü yanı bence sadece korkutmak değil, aynı zamanda anlattığı hikâyeyle de içine çekmesi. James’in dramatik yolculuğu kadar yan karakterlerin hikâyeleri de çok güçlü işlenmiş. Maria’nın gizemli tavırları, Laura’nın masum ama rahatsız edici varlığı… Hepsi oyunun atmosferine katkı sağlıyor.  Ben Resident Evil serisini de çok seven bir oyuncuyum. Ama Resident Evil daha çok aksiyon ve hayatta kalma üzerine kurulu. Silent Hill ise tamamen psikolojik bir yolculuk. Kendi deneyimimden söyleyebilirim ki, Silent Hill 2 Remake Resident Evil oyunlarından çok daha derin ve etkileyici geldi. Çünkü burada sadece hayatta kalmaya çalışmıyorsun, aynı zamanda James’in duygularıyla, pişmanlıklarıyla ve korkularıyla yüzleşiyorsun.  Grafikler, ses tasarımı ve müzikler birleşince gerçekten unutulmaz bir deneyim ortaya çıkıyor. Bu yüzden benim için Remake, sadece bir korku oyunu değil; aynı zamanda duygusal bir yolculuk oldu. ",1758071552,1758071552,True,3,0,0.56081080436706543,False,False
206208249,76561198043786811,321,11,2633,718,russian,"Тут и лишние комментарии не нужны. Этот ремейк просто ИМБА!  Ребята из Bloober Team смогли перенести атмосферу хоррора из оригинальной игры 2001 года, которая в момент выхода, да и сейчас является мастодонтом всех сурвайвал-хорроров, в новую конфетную обёртку со сладкой начинкой. Атмосфера хоррора пробивает тебя до дрожи (особенно играя поздним вечером или ночью), благодаря неизменённому саундтреку от маэстро Акиры Ямаоки и небезызвестного Пирамидоголового, Манекенов, Медсестёр и тд. от мастера геймдизайна - Масахиро Ито. Особенно меня до муражек впечатлила сцена первой встречи с Пирамидоголовым в ""Вудсайде"".  Мой вердикт: БЕРИТЕ НЕ ГЛЯДЯ!",1759947237,1759947673,True,5,0,0.556606888771057129,True,False
204692013,76561198066448671,0,13,379,0,tchinese,因為很喜歡山岡晃老師的「Promise」 不怎麼玩恐怖遊戲的我還是首發就買下了，remake的原聲帶依舊震撼 之前會直播這款遊戲給在國外的前女友看，雖然我總是卡關但她還是很開心的陪我 四月分手後我就沒有再開過這款遊戲了 ，但還是給這款遊戲極度好評，換我替代James留在充滿回憶的沉默之丘。 ,1758284885,1758284885,True,3,1,0.549549520015716553,True,False
204441285,76561198122363053,318,44,1268,0,english,Game runs bad even on 5090 and shadows are broken. Original is better,1757978866,1757978866,False,8,3,0.547867059707641602,True,False
206285489,76561199000566282,0,6,841,669,english,"I haven't played a game in my life that had this atmosphere, horror games don't really scare me but this one did, the sound design is 10/10, its a masterpiece in horror and generally a chilling experience, I cant think of anything that comes close to this, so good, horrifyingly good.",1760039678,1760040120,True,2,0,0.545454561710357666,True,False
204931552,76561199076615530,0,8,1579,0,japanese,背が伸びるにつれ大人になった、、、でもさぁ今は遠い日々に残る「面白かったなぁ」てあの記憶たちが時代と共にだんだんと色褪せ薄れてゆくんじゃなく時代とともにさぁあの面白さまた色鮮やかによみがえってくれたなら嬉しいよねぇ！  あの頃あの時に時代じだいに心に記憶に残る名作たちが生まれあるそれが長い時を経て新たな今の世代のみんなにあの頃の僕たち私たちが抱いたあの面白さを今の届けてくれるのが「リメイク」の素敵なところなんだと想います  面白いかったゲームが１つの時代で終わるのではなく面白かったあのゲームを次の時代へと色鮮やかにリメイクし色んな世代のみんなの記憶に「あのゲーム面白かったよねぇ」て残せたならホントいいよね,1758526183,1758526183,True,2,0,0.545454561710357666,True,False
204892544,76561198292868496,0,34,1031,0,turkish,"Arkadaşlar kelimenin tam anlamıyla oyuna bayıldım. Daha James'in ilk adımlarında Silent Hill'in atmosferini iliklerinize kadar hissediyorsunuz. Sisin içindeki dinmek bilmeyen uğultular, yarattığı belirsizlik... Mekan tasarımları muazzam, son bölümde gezdiğimiz otel mükemmeldi. Şu karanlığın içinde saklanan mankeni Allah kahretsin!",1758479174,1758481453,True,2,0,0.545454561710357666,True,False
204208004,76561199218042561,52,28,1092,0,english,"epic, a beautiful story paired with next-level world building that made this an absolute hell of a horror game, even with the plethora of tedious puzzles and constant backtracking that i wouldn't trade for the world.",1757736065,1757736065,True,3,0,0.545454561710357666,True,False
203981784,76561198117268776,140,42,3227,0,english,"This remake of Silent Hill 2 is like the original from 2001 : A MasterPiece !  I begun my first run, I was sick and when I finished the game, few days later my sickness is gone. I almost cried multiple times through the game, the story is so perfectly well writen, and the characters, especially for the protagonist James Sunderland (who's became my fav protagonist of horror games).  And the Soundtracks of this game... Oh my god ! Sooo beautiful and melancholic for my ears, thank you so much Akira Yamaoka for your fantastic work about this !  Silent Hill 2, you are my favorite Silent Hill game and you'll still be into my heart forever.  This review was wrote by a man with a dark past, a gamer and big fan of Horror Gender.",1757463447,1757463447,True,4,0,0.545454561710357666,False,False
206213508,76561198027102438,1363,164,1417,365,english,"In short - Awesome, awesome, awesome remake to the awesome SH classing, and finally some breathe of life to the franchise.   ✅ Pros + Bloober Team respects original source material and enhances it greatly. + This has everything that made SH2 great and improving pretty much everything that can be improved without hurting the original magic: Better combat, better graphics, better voice acting, awesome soundtrack + Great scared, eerie tone and psychological fear + Can easily be a strong entry point for newbies to Silent Hill or survival horror games. + Difficulty feels fair and balanced while still challenging, on Normal (Action\Puzzles) + There's puzzles difficultly and combat difficulty, yay!  ⚖️ If that's your thing: +/- Classic Survival Horror games can at many times feel like closed doors simulator, and the remake doesn't so anything to change this (Which I personally didn't expect or mind) +/- Combat is greatly improved but still feels clunky, in a genre-fitting way I believe +/- Linear and relatively short (As pretty much most SH games)  ❌ Cons None!   Longer version no one reads:  I'm finishing this game with a sigh of relief, as looks like at least for the time being, Silent Hill is back on track.  After having played and loved almost all main Silent Hill games (Besides Downpour, on which I didn't get my hands on yet) (And yeah, I loved even Homecoming!), Seemed Silent Hill went dead forever, and then we got.... Well, Silent Hill Ascension, which was.... Ugh, let's not get into it. But then we got THIS.  I was expecting the remake for a long time, and having also played and enjoyed The Medium by Bloober I also had faith they'd do a good job, but still had doubts as their previous games weren't so much action oriented.  I guess making a remake is somewhat easier in that case as they didn't have to create something completely anew but more of re-doing some already existing powerful source material. While I'm not that hardcore fan which completed every SH 20 times - I've only completed the original once, and that was many years ago, so I cannot point out all the differences etc. Still in my honest opinion, I feel Bloober did a perfect job in this one - much respect to the source material, they're really managed to capture the magic and horror of the original game, preserving what worked and improving everything that could be improved - The soundtrack remains loyal to the original with some musical overhaul from time to time (which I liked). The new voice overs work well and capture the eeriness and weirdness of the original characters. Graphics are obviously overhauled and look modern and pretty darn good (and scary!). Script and story remained mostly (if not completely) the same as far as I can remember, which is a good thing. Combat is greatly improved and feels mostly great, while still keeping that survival-horror awkwardness (which some may feel is a ""bug"" and some a ""feature"", but I think it serves the game just right). I think some puzzles were replaced but I've enjoyed the whole experienced on Normal from beginning to an end. Quality of scares does not fall short from original game and there's just the right balance between jump scares and some freaking psychological fear (Oh and that damn limbs monster got me squeaking every time!)  I feel this game can also serve as a great entry point for newcomers to both Silent Hill and\or Survival Horror, this is truly a modern version capturing all the best things about Silent Hill, in my opinion. I can see why some might prefer a more Resident-Evil-ish direction when SH games can sometimes feel like closed doors simulator, but hey, isn't that part of Survival Horroring?  Already expecting to play Silent Hill F although not by same dev, but seems it's doing pretty well by the reviews, and mainly I'm very happy having some attention and actual resources going towards this series, and very hopeful we'll keep seeing some more quality stuff from the franchise (And I wouldn't mind another remake as well (=;  ) ",1759952303,1759952303,True,2,0,0.54356849193572998,True,False
